Bin	secondary_cluster	primary_cluster	length	completeness	contamination	Secondary_sample_accession	MAG_source	Study	Oral_site	Age_BP	Country	Continent	R1_depth	Paired	Direction	Industrialization	sample_host
MGYG000298217	2772_83	2772	1198368	67	0.12	ERS7766771	MGNify	DRP005925	SL	7	Japan	Asia	154314928.75	Yes	Eastern	Industrial	Homo sapiens
MGYG000298217	2772_83	2772	1198368	67	0.12	ERS7766771	MGNify	DRP005925	SL	7	Japan	Asia	4171492.5	No	Eastern	Industrial	Homo sapiens
MGYG000298595	2772_84	2772	1557149	97.06	0.19	SAMN14570826	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
HMP_2012__SRS012279__bin.57	2772_85	2772	1272995	83.28343313	0.419161677	SRS012279	Passoli2019	HMP_2012	TN	7	USA	North America	112310475	Yes	Western	Industrial	Homo sapiens
MGYG000299035	2772_86	2772	1506304	92.67	1.25	SAMN14570828	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
MGYG000299273	2772_87	2772	1611607	100	0.3	ERS7599803	MGNify	ERP108069	SL	7	China	Asia	18986049.25	Yes	Eastern	Industrial	Homo sapiens
MGYG000298648	2772_88	2772	1613244	97.9	1.02	SAMN14570823	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
ERS12516937.bin.r.12	2772_89	2772	1548990	96.21	3.29	ERS12516937	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	22491992	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298175	2772_90	2772	1466066	90.64	0.81	SAMN14570816	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
ERS12516994.bin.r.33	2772_91	2772	1523342	97.55	1.9	ERS12516994	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	82473140	Yes	Global South	Non_industrial	Homo sapiens
MGYG000299171	2772_92	2772	1222514	74.08	1.57	SAMN14570830	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
MGYG000298736	2772_93	2772	1572658	96.39	2.49	SAMN14570819	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
ERS12516992.bin.r.46	2772_94	2772	1524518	97.4	0	ERS12516992	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	102591796	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS023926__bin.30	2772_95	2772	1541737	97.65015424	1.19760479	SRS023926	Passoli2019	HMP_2012	TN	7	USA	North America	99043965	Yes	Western	Industrial	Homo sapiens
ERS12516983.bin.r.26	2772_96	2772	1695441	100	0	ERS12516983	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	109323196	Yes	Global South	Non_industrial	Homo sapiens
ERS1202873.bin.r.2	2772_97	2772	1204208	79.74	3.52	ERS1202873	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	50765912	Yes	Global South	Non_industrial	Homo sapiens
SEQF1685.1	2772_98	2772	1765528	100	0	SEQF1685.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
MGYG000298854	2772_99	2772	1486619	91.34	1.75	SAMN14570824	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
MGYG000298262	2772_100	2772	1614537	99.1	1.47	ERS7876836	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
GWHAPXL00000000	2772_101	2772	1786944	99.04	5.37	RSZYD18187120	Zhu2022	Zhu2022	SL	7	China	Asia	96170998	Yes	Eastern	Industrial	Homo sapiens
ERS12516981.bin.r.7	2772_102	2772	1617760	99.4	0.12	ERS12516981	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	105634172	Yes	Global South	Non_industrial	Homo sapiens
ERS12516968.bin.r.34	2772_103	2772	1503422	90.44	1.05	ERS12516968	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	99155760	Yes	Global South	Non_industrial	Homo sapiens
ERS12516942.bin.r.19	2772_104	2772	1022557	65.03	0.95	ERS12516942	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	18620436	Yes	Global South	Non_industrial	Homo sapiens
ERS12516954.bin.r.14	2772_105	2772	1394041	86.41	2.36	ERS12516954	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	46998516	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298704	2772_106	2772	941757	62.06	0.42	ERS7621702	MGNify	ERP125117	SL	7	France	Europe	3533774.31081081	Yes	Western	Industrial	Homo sapiens
MGYG000298704	2772_106	2772	941757	62.06	0.42	ERS7621702	MGNify	ERP125117	SL	7	France	Europe	906451.707207207	No	Western	Industrial	Homo sapiens
ERS12516970.bin.r.115	2772_107	2772	1028698	66.24	1.12	ERS12516970	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	272017072	Yes	Global South	Non_industrial	Homo sapiens
ERS12516946.bin.r.1	2772_108	2772	1516109	93.71	0.15	ERS12516946	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	51923752	Yes	Global South	Non_industrial	Homo sapiens
ERS12516960.bin.r.9	2772_108	2772	1505647	94.46	0.6	ERS12516960	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	40753928	Yes	Global South	Non_industrial	Homo sapiens
ERS12516988.bin.r.27	2772_108	2772	1494006	93.91	0	ERS12516988	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	62587740	Yes	Global South	Non_industrial	Homo sapiens
ERS12516938.bin.r.16	2772_109	2772	1657014	98.8	0	ERS12516938	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	58325416	Yes	Global South	Non_industrial	Homo sapiens
ERS12516944.bin.r.11	2772_110	2772	1624647	98.7	1.3	ERS12516944	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	45815152	Yes	Global South	Non_industrial	Homo sapiens
ERS12516930.bin.r.19	2772_111	2772	1476103	89.3	1.32	ERS12516930	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	30448208	Yes	Global South	Non_industrial	Homo sapiens
ERS12516934.bin.r.12	2772_112	2772	1385253	89.3	0.65	ERS12516934	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	34184652	Yes	Global South	Non_industrial	Homo sapiens
ERS1202878.bin.r.6	2772_113	2772	936143	67.68	2.86	ERS1202878	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	216286652	Yes	Global South	Non_industrial	Homo sapiens
ERS12516936.bin.r.19	2772_114	2772	1049995	67.53	0.3	ERS12516936	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	50619612	Yes	Global South	Non_industrial	Homo sapiens
ERS12516953.bin.r.18	2772_115	2772	1363447	86.45	0.9	ERS12516953	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	40484784	Yes	Global South	Non_industrial	Homo sapiens
ERS12516967.bin.r.46	2772_116	2772	1266582	79.13	1	ERS12516967	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	76092584	Yes	Global South	Non_industrial	Homo sapiens
ERS12516991.bin.r.1	2772_117	2772	1223634	82.88	4.98	ERS12516991	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	36191708	Yes	Global South	Non_industrial	Homo sapiens
ERS12516931.bin.r.8	2772_118	2772	1708299	100	0	ERS12516931	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	64564376	Yes	Global South	Non_industrial	Homo sapiens
ERS12516964.bin.r.19	2772_119	2772	1394128	90.04	1.22	ERS12516964	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	211396268	Yes	Global South	Non_industrial	Homo sapiens
CM_cf__CF_TNFC005SA_t1M15__bin.17	2772_120	2772	1477460	92.3591234	1.19760479	CF_TNFC005SA_t1M15	Passoli2019	CM_cf	SL	7	Italy	Europe	19130706	Yes	Western	Industrial	Homo sapiens
ERS4042419.bin.r.6	2773_0	2773	2085331	82.35	2.07	ERS4042419	Ancient	Fagernas2020	anc_calculus	100	Great Britain	Europe	46199265	Yes	Ancient	Ancient	Homo sapiens
ERS6256707.bin.r.2	2774_0	2774	3061693	89.88	1.19	ERS6256707	Ancient	Ottoni2021	anc_calculus	9500	Croatia	Europe	34455590	Yes	Ancient	Ancient	Homo sapiens
ERS6955144.bin.r.26	2775_0	2775	2147380	96.59	0.47	ERS6955144	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	184095390	Yes	Ancient	Ancient	Ursus arctos
SRS3078200.bin.r.5	2776_0	2776	3423972	82.44	2.41	SRS3078200	Ancient	Mann2018	anc_calculus	800	Guadeloupe	Caribbean	26652625	Yes	Ancient	Ancient	Homo sapiens
ERS4545917.bin.r.2	2777_0	2777	2540087	56.18	1.94	ERS4545917	Ancient	Brealey2020	anc_calculus	100	Norway	Europe	14200490	Yes	Ancient	Ancient	Rangifer tarandus
ERS6955162.bin.r.6	2778_0	2778	4285007	94.27	1.99	ERS6955162	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	110129142	Yes	Ancient	Ancient	Ursus arctos
ERS6955162.bin.r.5	2779_0	2779	3334748	83.56	3.83	ERS6955162	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	110129142	Yes	Ancient	Ancient	Ursus arctos
ERS6955165.bin.r.7	2780_0	2780	4428607	93.72	1.25	ERS6955165	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	89380366	Yes	Ancient	Ancient	Ursus arctos
ERS3774410.bin.r.2	2781_1	2781	2356400	72.59	1	ERS3774410	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Democratic Republic of the Congo	Africa	19658527	Yes	Ancient	Ancient	Gorilla beringei graueri
ERS9656247.bin.r.4	2781_1	2781	1705134	50.81	0.79	ERS9656247	Ancient	Moraitou2022	anc_calculus	100	Democratic Republic of the Congo	Africa	104913366	Yes	Ancient	Ancient	Gorilla beringei graueri
ERS6955167.bin.r.14	2781_2	2781	3586554	93.92	3.25	ERS6955167	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	135144048	Yes	Ancient	Ancient	Ursus arctos
ERS6955130.bin.r.34	2781_3	2781	3953898	98.3	1.62	ERS6955130	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	493117990	Yes	Ancient	Ancient	Ursus arctos
ERS6955181.bin.r.3	2782_0	2782	3758937	94.54	3.64	ERS6955181	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	82610806	Yes	Ancient	Ancient	Ursus arctos
ERS6955164.bin.r.1	2783_0	2783	3778433	86.23	3.53	ERS6955164	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	187323386	Yes	Ancient	Ancient	Ursus arctos
ERS12516968.bin.r.48	2784_1	2784	719463	56.11	0.34	ERS12516968	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	99155760	Yes	Global South	Non_industrial	Homo sapiens
ERS12516974.bin.r.20	2784_2	2784	713859	60.91	0.19	ERS12516974	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	55172364	Yes	Global South	Non_industrial	Homo sapiens
CMC038.A.bin.r.95	2784_3	2784	764930	54.77	0.4	CMC038.A	CMC	Velsko2023	supPQ	7	Cameroon	Africa	341259832	Yes	Global South	Non_industrial	Homo sapiens
ERS12516962.bin.r.65	2785_0	2785	1053454	69.2	1.61	ERS12516962	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	252721172	Yes	Global South	Non_industrial	Homo sapiens
GWHARBS00000000	2786_0	2786	1785039	61.34	3.07	RSZYD18078327	Zhu2022	Zhu2022	SL	7	China	Asia	85690175	Yes	Eastern	Industrial	Homo sapiens
GWHAQTS00000000	2787_0	2787	2688869	56.03	6.94	RDPYD18300062	Zhu2022	Zhu2022	SL	7	China	Asia	70467186	Yes	Eastern	Industrial	Homo sapiens
GWHAQGX00000000	2788_0	2788	1564192	51.08	8.44	RDPYD18088967	Zhu2022	Zhu2022	SL	7	China	Asia	65643703	Yes	Eastern	Industrial	Homo sapiens
GWHAQXM00000000	2789_1	2789	617549	56.36	0	RDPYD18300381	Zhu2022	Zhu2022	SL	7	China	Asia	90832613	Yes	Eastern	Industrial	Homo sapiens
GWHAQYD00000000	2789_2	2789	1381969	71.04	1.51	RSZYD18078066	Zhu2022	Zhu2022	SL	7	China	Asia	77920722	Yes	Eastern	Industrial	Homo sapiens
ERS12516940.bin.r.12	2789_3	2789	903888	71.08	1.21	ERS12516940	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	41866068	Yes	Global South	Non_industrial	Homo sapiens
ERS12516951.bin.r.14	2789_4	2789	970102	73.89	1.34	ERS12516951	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	76752056	Yes	Global South	Non_industrial	Homo sapiens
ERS12516950.bin.r.26	2789_5	2789	912350	67.01	2.01	ERS12516950	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	32026604	Yes	Global South	Non_industrial	Homo sapiens
ERS12516980.bin.r.22	2789_6	2789	906066	71.04	0.67	ERS12516980	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	116576016	Yes	Global South	Non_industrial	Homo sapiens
GWHAQWG00000000	2790_0	2790	2359554	68.83	5.52	RDPYD18300299	Zhu2022	Zhu2022	SL	7	China	Asia	103838816	Yes	Eastern	Industrial	Homo sapiens
GWHAQQU00000000	2791_0	2791	1575305	52.78	4.06	RDPYD18189934	Zhu2022	Zhu2022	SL	7	China	Asia	71059514	Yes	Eastern	Industrial	Homo sapiens
GWHAQCV00000000	2792_0	2792	2244592	55.9	8.11	RDPYD18079673	Zhu2022	Zhu2022	TN	7	China	Asia	91231837	Yes	Eastern	Industrial	Homo sapiens
GWHARRG00000000	2793_0	2793	2324567	50.19	8.68	RSZYD18187425	Zhu2022	Zhu2022	SL	7	China	Asia	70747342	Yes	Eastern	Industrial	Homo sapiens
ERS6955133.bin.r.12	2794_1	2794	1361360	61.38	1.62	ERS6955133	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	64173618	Yes	Ancient	Ancient	Ursus arctos
ERS6955142.bin.r.26	2794_1	2794	2165243	88.04	1.32	ERS6955142	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	189779810	Yes	Ancient	Ancient	Ursus arctos
ERS6955152.bin.r.4	2794_1	2794	1321087	63.89	1.21	ERS6955152	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	38670776	Yes	Ancient	Ancient	Ursus arctos
ERS6955147.bin.r.6	2794_2	2794	1268450	60.13	2.25	ERS6955147	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	50987236	Yes	Ancient	Ancient	Ursus arctos
ERS6955158.bin.r.2	2794_2	2794	1141500	55.76	3.04	ERS6955158	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	59047616	Yes	Ancient	Ancient	Ursus arctos
ERS6955110.bin.r.8	2795_1	2795	1010696	51.72	0	ERS6955110	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	42315024	Yes	Ancient	Ancient	Ursus arctos
ERS6955119.bin.r.6	2795_1	2795	1187032	50	0	ERS6955119	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	61329276	Yes	Ancient	Ancient	Ursus arctos
ERS6955130.bin.r.2	2795_1	2795	2150493	72.41	0	ERS6955130	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	493117990	Yes	Ancient	Ancient	Ursus arctos
ERS6955121.bin.r.6	2795_2	2795	2169343	69.83	0	ERS6955121	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	81018156	Yes	Ancient	Ancient	Ursus arctos
ERS6955148.bin.r.19	2795_2	2795	1874287	79.31	0	ERS6955148	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	215298966	Yes	Ancient	Ancient	Ursus arctos
ERS6955144.bin.r.14	2795_3	2795	2447270	79.31	1.72	ERS6955144	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	184095390	Yes	Ancient	Ancient	Ursus arctos
ERS6955154.bin.r.12	2795_4	2795	1664940	76.72	0.86	ERS6955154	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	66127190	Yes	Ancient	Ancient	Ursus arctos
ERS6955165.bin.r.12	2795_5	2795	2172154	90.45	1.82	ERS6955165	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	89380366	Yes	Ancient	Ancient	Ursus arctos
CMC020.B.bin.r.32	2796_1	2796	2568541	93.38	1.96	CMC020.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	221691436	Yes	Global South	Non_industrial	Homo sapiens
CMC027.B.bin.r.95	2796_2	2796	1751990	58.62	0	CMC027.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	324387666	Yes	Global South	Non_industrial	Homo sapiens
CMC025.B.bin.r.5	2796_3	2796	1540466	51.72	1.72	CMC025.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	302596773	Yes	Global South	Non_industrial	Homo sapiens
CMC012.B.bin.r.75	2797_1	2797	1823996	51.72	0	CMC012.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	419920041	Yes	Global South	Non_industrial	Homo sapiens
CMC033.B.bin.r.80	2797_2	2797	1642934	55.17	0	CMC033.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	244164311	Yes	Global South	Non_industrial	Homo sapiens
SEQF1860.1	2798_1	2798	2553535	97.25	0	SEQF1860.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF9762.1	2798_1	2798	2547857	97.51	0	SEQF9762.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF9761.1	2798_2	2798	2755518	98.28	0	SEQF9761.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CMC023.A.bin.r.102	2799_1	2799	2160297	67.24	0	CMC023.A	CMC	Velsko2023	supPQ	7	Cameroon	Africa	240572160	Yes	Global South	Non_industrial	Homo sapiens
ERS3774492.bin.r.1	2799_2	2799	2235922	81.03	3.45	ERS3774492	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	19131370	Yes	Western	Industrial	Homo sapiens
ERS3395766.bin.r.10	2799_3	2799	1774639	67.24	0	ERS3395766	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	51309213	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011126__bin.19	2799_4	2799	1970702	56.89655172	0	SRS011126	Passoli2019	HMP_2012	supPQ	7	USA	North America	108042209	Yes	Western	Industrial	Homo sapiens
CMC028.B.bin.r.45	2799_5	2799	1990552	63.56	5.17	CMC028.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	236813000	Yes	Global South	Non_industrial	Homo sapiens
ERS3395764.bin.r.1	2799_6	2799	2320672	77.59	0	ERS3395764	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	70322031	Yes	Western	Industrial	Homo sapiens
CMC030.B.bin.r.61	2799_7	2799	1631654	56.03	0	CMC030.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	250258140	Yes	Global South	Non_industrial	Homo sapiens
CMC035.B.bin.r.97	2799_8	2799	2537574	96.09	0	CMC035.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	323719647	Yes	Global South	Non_industrial	Homo sapiens
CMC017.B.bin.r.83	2799_9	2799	2227529	79.31	0	CMC017.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	281138320	Yes	Global South	Non_industrial	Homo sapiens
CMC022.B.bin.r.118	2799_10	2799	1656874	67.24	2.59	CMC022.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	243962099	Yes	Global South	Non_industrial	Homo sapiens
CMC007.B.bin.r.3	2799_11	2799	2408017	81.03	0	CMC007.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	291745041	Yes	Global South	Non_industrial	Homo sapiens
CMC010.B.bin.r.75	2799_11	2799	1937319	72.41	1.72	CMC010.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	241839680	Yes	Global South	Non_industrial	Homo sapiens
CMC036.B.bin.r.55	2799_11	2799	2069032	72.41	1.72	CMC036.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	283298633	Yes	Global South	Non_industrial	Homo sapiens
CMC039.B.bin.r.32	2799_11	2799	1911615	67.24	0	CMC039.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	224512142	Yes	Global South	Non_industrial	Homo sapiens
CMC006.B.bin.r.88	2799_12	2799	1976368	74.14	0	CMC006.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	251707149	Yes	Global South	Non_industrial	Homo sapiens
ERS3774488.bin.r.1	2799_13	2799	2234945	82.76	1.72	ERS3774488	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	43443020	Yes	Western	Industrial	Homo sapiens
CMC003.B.bin.r.8	2799_14	2799	2229264	79.31	0	CMC003.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	226753185	Yes	Global South	Non_industrial	Homo sapiens
ERS3774487.bin.r.4	2799_15	2799	2205781	90.49	1.96	ERS3774487	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	26165856	Yes	Western	Industrial	Homo sapiens
ERS3395771.bin.r.29	2799_16	2799	2530198	97.05	0	ERS3395771	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	53238754	Yes	Western	Industrial	Homo sapiens
GWHARKF00000000	2799_17	2799	2346676	77.59	0	RSZYD18186999	Zhu2022	Zhu2022	SL	7	China	Asia	107916385	Yes	Eastern	Industrial	Homo sapiens
ERS3395769.bin.r.22	2799_18	2799	2081075	77.59	0	ERS3395769	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	47839599	Yes	Western	Industrial	Homo sapiens
SRS15300786.bin.r.11	2800_0	2800	1076852	50.47	0	SRS15300786	Ancient	Honap2023	anc_calculus	700	USA	North America	19549510	Yes	Ancient	Ancient	Homo sapiens
ERS3774379.bin.r.22	2801_1	2801	1583586	67.94	2.65	ERS3774379	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	96429625	Yes	Ancient	Ancient	Alouatta palliata
ERS3774380.bin.r.16	2801_1	2801	1998452	87.52	1.08	ERS3774380	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	156956802	Yes	Ancient	Ancient	Alouatta palliata
ERS3395773.bin.r.4	2802_1	2802	2458525	93.27	0.88	ERS3395773	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	73800335	Yes	Western	Industrial	Homo sapiens
MGYG000299041	2802_2	2802	1660050	71.99	0	ERS7599765	MGNify	ERP108069	SL	7	China	Asia	18986049.25	Yes	Eastern	Industrial	Homo sapiens
CMC039.B.bin.r.20	2802_3	2802	2284943	72.41	0	CMC039.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	224512142	Yes	Global South	Non_industrial	Homo sapiens
CMC012.B.bin.r.77	2802_4	2802	1470608	54.31	0	CMC012.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	419920041	Yes	Global South	Non_industrial	Homo sapiens
CMC033.B.bin.r.8	2802_4	2802	1318424	58.62	2.59	CMC033.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	244164311	Yes	Global South	Non_industrial	Homo sapiens
CMC008.B.bin.r.51	2802_5	2802	1978386	53.45	0	CMC008.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	300087162	Yes	Global South	Non_industrial	Homo sapiens
CMC046.B.bin.r.52	2802_6	2802	1821231	71.41	1.18	CMC046.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	246740068	Yes	Global South	Non_industrial	Homo sapiens
CMC025.B.bin.r.7	2802_7	2802	2204396	92.55	0	CMC025.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	302596773	Yes	Global South	Non_industrial	Homo sapiens
CMC031.B.bin.r.18	2802_8	2802	2260933	79.31	0	CMC031.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	79834774	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS015574__bin.46	2802_9	2802	2211421	75.86206897	0	SRS015574	Passoli2019	HMP_2012	supPQ	7	USA	North America	58838982	Yes	Western	Industrial	Homo sapiens
CMC021.B.bin.r.77	2803_0	2803	1150966	60.18	1.18	CMC021.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	279718401	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS016575__bin.15	2804_1	2804	2183936	56.89655172	1.724137931	SRS016575	Passoli2019	HMP_2012	supPQ	7	USA	North America	66622189	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS063932__bin.93	2804_2	2804	1657061	60.34482759	1.724137931	SRS063932	Passoli2019	HMP_2012	TN	7	USA	North America	100040570	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS045197__bin.35	2804_3	2804	2461596	80.34482759	1.724137931	SRS045197	Passoli2019	HMP_2012	supPQ	7	USA	North America	76812278	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024381__bin.2	2805_1	2805	2152630	94.04411765	1.37254902	SRS024381	Passoli2019	HMP_2012	supPQ	7	USA	North America	57638878	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS051244__bin.4	2805_2	2805	1660670	56.89655172	0	SRS051244	Passoli2019	HMP_2012	supPQ	7	USA	North America	42981699	Yes	Western	Industrial	Homo sapiens
CMC003.B.bin.r.13	2805_3	2805	1461491	64.66	0	CMC003.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	226753185	Yes	Global South	Non_industrial	Homo sapiens
CM_periimplantitis__SP_101SPI_T016__bin.18	2805_4	2805	2292489	95.03267974	0.588235294	SP_101SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	20061461	Yes	Western	Industrial	Homo sapiens
MGYG000298054	2805_4	2805	2340265	94.75	0.88	ERS6080705	MGNify	ERP127228	supPQ	7	Italy	Europe	5248769.0619469	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014476__bin.56	2805_5	2805	2182898	93.86437908	1.764705882	SRS014476	Passoli2019	HMP_2012	supPQ	7	USA	North America	47498085	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015063__bin.7	2805_5	2805	1644198	56.89655172	0	SRS015063	Passoli2019	HMP_2012	supPQ	7	USA	North America	61545968	Yes	Western	Industrial	Homo sapiens
ERS3774490.bin.r.24	2805_6	2805	1960877	82.32	1.67	ERS3774490	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	35364677	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS058808__bin.45	2805_7	2805	2033405	91.56862745	0.588235294	SRS058808	Passoli2019	HMP_2012	supPQ	7	USA	North America	55414674	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS012285__bin.8	2805_8	2805	1645662	63.00940439	4.310344828	SRS012285	Passoli2019	HMP_2012	supPQ	7	USA	North America	74907376	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS013252__bin.52	2805_9	2805	1979257	67.24137931	1.724137931	SRS013252	Passoli2019	HMP_2012	supPQ	7	USA	North America	98179389	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS049268__bin.25	2805_10	2805	2320993	97.27124183	0	SRS049268	Passoli2019	HMP_2012	supPQ	7	USA	North America	55582026	Yes	Western	Industrial	Homo sapiens
SEQF1604.1	2805_11	2805	2642494	97.57	0	SEQF1604.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
