"Bin"	"prepublication_bin"	"length"	"completeness"	"contamination"	"Secondary_sample_accession"	"prepublication_secondary_sample_accession"	"MAG_source"	"Study"	"Oral_site"	"Age_BP"	"Country"	"Continent"	"Industrialization"	"sample_host"	"Host"	"Sample"	"primary_cluster"	"log_age"	"latitude"	"longitude"	"checkM.genome_size"	"checkM.GC"	"GUNC.n_contigs"	"checkM.N50_contigs"	"checkM.completeness"	"checkM.contamination"	"checkM2.completeness"	"checkM2.contamination"	"pass.GUNC"	"quast_n_contigs"	"quast_total_length"	"quast_GC"	"quast_N50"	"Cas_subtype_1"	"Cas_subtype_2"	"CAZyme"	"nimI"	"Prophage"	"completeness_mcr"	"completeness_mtr_mcr"	"total_snps"	"fastBAPS_cluster"
"ERS11702765.bin.r.3"	"ERS11702765.bin.r.3"	1486938	69.34	4.8	"ERS11702765"	"ERS11702765"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702765-megahit_003"	1188	2.30102999566398	52.548	4.914	1486938	28.4	506	3167	69.34	4.8	67.79	3.93	"TRUE"	506	1486938	28.4	3167	"III-A"	"I-B"	"GT4|GT66|GT2|GH154|GT81"	"Absent"	"Absent"	"Present"	"Present"	463	"1188_8"
"ERS11702766.bin.r.2"	"ERS11702766.bin.r.2"	1194678	68.24	1.64	"ERS11702766"	"ERS11702766"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702766-megahit_002"	1188	2.30102999566398	52.548	4.914	1194678	29.2	587	2222	68.24	1.64	63.71	0.59	"TRUE"	588	1194678	29.25	2222	"None"	"None"	"GH154|GT66|GT2"	"Absent"	"Absent"	"Missing"	"Missing"	502	"1188_8"
"ERS11702767.bin.r.4"	"ERS11702767.bin.r.4"	1927203	100	0	"ERS11702767"	"ERS11702767"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702767-megahit_004"	1188	2.30102999566398	52.548	4.914	1927203	28.1	114	26871	100	0	99.34	0.44	"TRUE"	114	1927203	28.07	26871	"III-A"	"I-B"	"GT2|GT4|GT81|GH154|GT66"	"Absent"	"Present"	"Present"	"Present"	614	"1188_7"
"ERS11702769.bin.r.5"	"ERS11702769.bin.r.5"	1925328	99.6	0	"ERS11702769"	"ERS11702769"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702769-megahit_005"	1188	2.30102999566398	52.548	4.914	1925328	28	316	8532	99.6	0	98.98	0.59	"TRUE"	316	1925328	28.04	8532	"III-A"	"None"	"GT2|GT81|GT66|GT4|GH154"	"Absent"	"Present"	"Present"	"Present"	774	"1188_9"
"ERS11702770.bin.r.1"	"ERS11702770.bin.r.1"	1952210	100	0	"ERS11702770"	"ERS11702770"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702770-megahit_001"	1188	2.30102999566398	52.548	4.914	1952210	27.8	156	26099	100	0	99.44	0.38	"TRUE"	156	1952210	27.82	26099	"III-A"	"I-B"	"GT2|GT81|GT4|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	615	"1188_7"
"ERS11702772.bin.r.1"	"ERS11702772.bin.r.1"	1877788	99.2	0.04	"ERS11702772"	"ERS11702772"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702772-megahit_001"	1188	2.30102999566398	52.548	4.914	1877788	28.1	291	9860	99.2	0.04	98.58	0.41	"TRUE"	291	1877788	28.1	9860	"III-A"	"None"	"GT2|GT4|GT66|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	708	"1188_9"
"ERS11702774.bin.r.9"	"ERS11702774.bin.r.9"	1813812	96.4	0	"ERS11702774"	"ERS11702774"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702774-megahit_009"	1188	2.30102999566398	52.548	4.914	1813812	28	364	6726	96.4	0	95.63	0.37	"TRUE"	365	1813812	28.04	6726	"III-A"	"None"	"GT4|GT2|GH154|GT66"	"Absent"	"Absent"	"Present"	"Missing"	686	"1188_9"
"ERS11702775.bin.r.1"	"ERS11702775.bin.r.1"	1833439	100	0	"ERS11702775"	"ERS11702775"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702775-megahit_001"	1188	2.30102999566398	52.548	4.914	1833439	28.2	296	8463	100	0	95.18	0.68	"TRUE"	296	1833439	28.15	8463	"III-A"	"I-B"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	632	"1188_7"
"ERS11702777.bin.r.1"	"ERS11702777.bin.r.1"	1883522	99.2	0	"ERS11702777"	"ERS11702777"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702777-megahit_001"	1188	2.30102999566398	52.548	4.914	1883522	28	206	12826	99.2	0	99.59	0.22	"TRUE"	206	1883522	28.02	12826	"III-A"	"I-B"	"GT2|GT66|GT4|GH154|GT81"	"Absent"	"Absent"	"Present"	"Present"	608	"1188_7"
"ERS11702779.bin.r.1"	"ERS11702779.bin.r.1"	1798243	95.35	0	"ERS11702779"	"ERS11702779"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702779-megahit_001"	1188	2.30102999566398	52.548	4.914	1798243	28	360	7282	95.35	0	94.45	0.29	"TRUE"	360	1798243	28	7282	"III-A"	"I-B"	"GT4|GT2|GT66|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	640	"1188_7"
"ERS11702780.bin.r.9"	"ERS11702780.bin.r.9"	1518485	84.95	0	"ERS11702780"	"ERS11702780"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702780-megahit_009"	1188	2.30102999566398	52.548	4.914	1518485	28.4	407	4155	84.95	0	83.98	0.33	"TRUE"	407	1518485	28.43	4155	"III-A"	"None"	"GT66|GT81|GT2|GH154"	"Absent"	"Absent"	"Present"	"Present"	647	"1188_8"
"ERS11702781.bin.r.4"	"ERS11702781.bin.r.4"	1916921	100	0	"ERS11702781"	"ERS11702781"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702781-megahit_004"	1188	2.30102999566398	52.548	4.914	1916921	27.9	177	18207	100	0	99.4	0.42	"TRUE"	179	1916921	27.91	18207	"III-A"	"I-B"	"GT2|GT81|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	619	"1188_7"
"ERS11702782.bin.r.2"	"ERS11702782.bin.r.2"	1473181	80.62	0	"ERS11702782"	"ERS11702782"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702782-megahit_002"	1188	2.30102999566398	52.548	4.914	1473181	28.6	671	2443	80.62	0	73.31	1.14	"TRUE"	672	1473181	28.57	2443	"III-A"	"None"	"GT66|GT2|GH154"	"Absent"	"Absent"	"Present"	"Present"	447	"1188_7"
"ERS11702783.bin.r.6"	"ERS11702783.bin.r.6"	1277302	82.91	0.98	"ERS11702783"	"ERS11702783"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702783-megahit_006"	1188	2.30102999566398	52.548	4.914	1277302	28.6	436	3045	82.91	0.98	67.99	0.11	"TRUE"	436	1277302	28.64	3045	"III-A"	"None"	"GT66|GT4|GT2|GT81"	"Absent"	"Absent"	"Present"	"Missing"	437	"1188_7"
"ERS11702787.bin.r.4"	"ERS11702787.bin.r.4"	1674492	91.99	0.93	"ERS11702787"	"ERS11702787"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702787-megahit_004"	1188	2.30102999566398	52.548	4.914	1674492	28.3	577	3416	91.99	0.93	88.65	0.7	"TRUE"	577	1674492	28.3	3416	"III-A"	"None"	"GT81|GT2|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	510	"1188_7"
"ERS11702789.bin.r.3"	"ERS11702789.bin.r.3"	1798090	94.46	0	"ERS11702789"	"ERS11702789"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702789-megahit_003"	1188	2.30102999566398	52.548	4.914	1798090	28.1	339	6772	94.46	0	96.23	0.52	"TRUE"	340	1798090	28.08	6772	"III-A"	"None"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	605	"1188_7"
"ERS11702790.bin.r.2"	"ERS11702790.bin.r.2"	1629866	93.6	0	"ERS11702790"	"ERS11702790"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702790-megahit_002"	1188	2.30102999566398	52.548	4.914	1629866	28.4	369	5492	93.6	0	87.9	0.22	"TRUE"	370	1629866	28.35	5492	"III-A"	"I-B"	"GT66|GT2|GT81|GT4"	"Absent"	"Absent"	"Present"	"Present"	668	"1188_8"
"ERS11702792.bin.r.4"	"ERS11702792.bin.r.4"	1085288	65.82	2.46	"ERS11702792"	"ERS11702792"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702792-megahit_004"	1188	2.30102999566398	52.548	4.914	1085288	29	621	1831	65.82	2.46	54.6	0.61	"TRUE"	622	1085288	29.01	1831	"None"	"None"	"GT4|GT2|GT66"	"Absent"	"Absent"	"Present"	"Present"	292	"1188_8"
"ERS11702793.bin.r.1"	"ERS11702793.bin.r.1"	1745071	95.67	0.04	"ERS11702793"	"ERS11702793"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702793-megahit_001"	1188	2.30102999566398	52.548	4.914	1745071	28.4	505	4371	95.67	0.04	95.87	0.19	"TRUE"	505	1745071	28.43	4371	"III-A"	"I-B"	"GT2|GT81|GT66|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	594	"1188_7"
"ERS11702795.bin.r.2"	"ERS11702795.bin.r.2"	1473609	85.01	0.04	"ERS11702795"	"ERS11702795"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702795-megahit_002"	1188	2.30102999566398	52.548	4.914	1473609	28.9	617	2708	85.01	0.04	79.03	0.76	"TRUE"	617	1473609	28.86	2708	"III-A"	"None"	"GT81|GT66|GT4|GT2|GH154"	"Absent"	"Absent"	"Missing"	"Present"	573	"1188_8"
"ERS11702798.bin.r.4"	"ERS11702798.bin.r.4"	1661363	90.05	0	"ERS11702798"	"ERS11702798"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702798-megahit_004"	1188	2.30102999566398	52.548	4.914	1661363	28.4	519	3835	90.05	0	86.89	0.57	"TRUE"	519	1661363	28.37	3835	"III-A"	"I-B"	"GT2|GT4|GH154|GT66"	"Absent"	"Absent"	"Present"	"Missing"	572	"1188_7"
"ERS11702799.bin.r.2"	"ERS11702799.bin.r.2"	976836	56.07	0.8	"ERS11702799"	"ERS11702799"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702799-megahit_002"	1188	2.30102999566398	52.548	4.914	976836	27.9	338	2995	56.07	0.8	50.09	0.34	"TRUE"	339	976836	27.94	2995	"I-B"	"None"	"GT2|GT4|GH154"	"Absent"	"Absent"	"Present"	"Present"	354	"1188_7"
"ERS11702801.bin.r.2"	"ERS11702801.bin.r.2"	1862086	99.2	0	"ERS11702801"	"ERS11702801"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702801-megahit_002"	1188	2.30102999566398	52.548	4.914	1862086	28	313	7945	99.2	0	95.55	0.45	"TRUE"	313	1862086	28.02	7945	"III-A"	"I-B"	"GT2|GT4|GT81|GH154|GT66"	"Absent"	"Absent"	"Present"	"Missing"	613	"1188_7"
"ERS11702805.bin.r.4"	"ERS11702805.bin.r.4"	1915391	100	0	"ERS11702805"	"ERS11702805"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702805-megahit_004"	1188	2.30102999566398	52.548	4.914	1915391	27.9	252	12688	100	0	99.67	0.35	"TRUE"	253	1915391	27.93	12688	"III-A"	"I-B"	"GT4|GT2|GT81|GH154|GT66"	"Absent"	"Absent"	"Present"	"Present"	1202	"1188_2"
"ERS11702806.bin.r.1"	"ERS11702806.bin.r.1"	1868367	99.2	0	"ERS11702806"	"ERS11702806"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702806-megahit_001"	1188	2.30102999566398	52.548	4.914	1868367	28	328	8219	99.2	0	97.92	0.35	"TRUE"	328	1868367	28.03	8219	"III-A"	"None"	"GT2|GT4|GT81|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	616	"1188_7"
"ERS11702808.bin.r.3"	"ERS11702808.bin.r.3"	1915661	100	0	"ERS11702808"	"ERS11702808"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702808-megahit_003"	1188	2.30102999566398	52.548	4.914	1915661	27.9	164	21540	100	0	99.43	0.41	"TRUE"	165	1915661	27.89	21540	"III-A"	"I-B"	"GT81|GT2|GT4|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	627	"1188_7"
"ERS11702810.bin.r.8"	"ERS11702810.bin.r.8"	1904065	100	0	"ERS11702810"	"ERS11702810"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702810-megahit_008"	1188	2.30102999566398	52.548	4.914	1904065	28	204	15606	100	0	99.49	0.36	"TRUE"	205	1904065	28.01	15606	"III-A"	"I-B"	"GT2|GT4|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	615	"1188_7"
"ERS11702811.bin.r.1"	"ERS11702811.bin.r.1"	1440938	83.9	1.91	"ERS11702811"	"ERS11702811"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702811-megahit_001"	1188	2.30102999566398	52.548	4.914	1440938	28.4	657	2384	83.9	1.91	73.39	0.78	"TRUE"	657	1440938	28.44	2384	"I-B"	"None"	"GH154|GT4|GT66|GT2"	"Absent"	"Absent"	"Present"	"Present"	497	"1188_7"
"ERS11702812.bin.r.7"	"ERS11702812.bin.r.7"	1774037	95.2	0.4	"ERS11702812"	"ERS11702812"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702812-megahit_007"	1188	2.30102999566398	52.548	4.914	1774037	28.3	458	4751	95.2	0.4	91.1	0.51	"TRUE"	459	1774037	28.29	4751	"III-A"	"None"	"GT66|GT81|GT2|GH154|GT4"	"Absent"	"Absent"	"Present"	"Present"	647	"1188_8"
"ERS11702814.bin.r.3"	"ERS11702814.bin.r.3"	1939986	100	0	"ERS11702814"	"ERS11702814"	"Ancient"	"Velsko2022"	"anc_calculus"	200	"The Netherlands"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS11702814-megahit_003"	1188	2.30102999566398	52.548	4.914	1939986	27.9	217	15158	100	0	99.49	0.53	"TRUE"	217	1939986	27.92	15158	"III-A"	"I-B"	"GT4|GT81|GT2|GH154|GT66"	"Absent"	"Absent"	"Present"	"Present"	633	"1188_7"
"ERS2985743.bin.r.6"	"ERS2985743.bin.r.6"	2010312	100	0	"ERS2985743"	"ERS2985743"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985743-megahit_006"	1188	2.30102999566398	51.752	-1.257	2010312	27.9	101	39905	100	0	99.67	0.56	"TRUE"	102	2010312	27.93	39905	"III-A"	"I-B"	"GT2|GT66|GT4|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	668	"1188_7"
"ERS2985744.bin.r.3"	"ERS2985744.bin.r.3"	1982737	100	0	"ERS2985744"	"ERS2985744"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985744-megahit_003"	1188	2.30102999566398	51.752	-1.257	1982737	28	103	37582	100	0	99.68	0.36	"TRUE"	103	1982737	28.01	37582	"III-A"	"None"	"GT2|GT4|GT66|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	756	"1188_9"
"ERS2985748.bin.r.12"	"ERS2985748.bin.r.12"	2044991	100	0	"ERS2985748"	"ERS2985748"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985748-megahit_012"	1188	2.30102999566398	51.752	-1.257	2044991	27.8	118	34908	100	0	99.31	0.31	"TRUE"	119	2044991	27.84	34908	"I-B"	"None"	"GT4|GT66|GT2|GT81|GH154"	"Absent"	"Present"	"Present"	"Present"	683	"1188_4"
"ERS2985750.bin.r.19"	"ERS2985750.bin.r.19"	1930576	100	0	"ERS2985750"	"ERS2985750"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985750-megahit_019"	1188	2.30102999566398	51.752	-1.257	1930576	27.9	101	34279	100	0	99.77	1.26	"TRUE"	102	1930576	27.94	34279	"III-A"	"None"	"GT2|GT66|GT4|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	742	"1188_9"
"ERS2985751.bin.r.4"	"ERS2985751.bin.r.4"	2001122	100	0	"ERS2985751"	"ERS2985751"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985751-megahit_004"	1188	2.30102999566398	51.752	-1.257	2001122	27.9	112	35837	100	0	99.48	0.45	"TRUE"	112	2001122	27.86	35837	"III-A"	"I-B"	"GT2|GT81|GH154|GT4|GT66"	"Absent"	"Absent"	"Present"	"Present"	622	"1188_7"
"ERS2985752.bin.r.4"	"ERS2985752.bin.r.4"	1520246	92.79	1.6	"ERS2985752"	"ERS2985752"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985752-megahit_004"	1188	2.30102999566398	51.752	-1.257	1520246	28.4	395	4568	92.79	1.6	77.86	0.08	"TRUE"	395	1520246	28.36	4568	"III-A"	"None"	"GT2|GH154"	"Absent"	"Absent"	"Present"	"Present"	428	"1188_7"
"ERS2985756.bin.r.7"	"ERS2985756.bin.r.7"	1993574	100	0	"ERS2985756"	"ERS2985756"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985756-megahit_007"	1188	2.30102999566398	51.752	-1.257	1993574	28.1	157	22356	100	0	99.79	0.67	"TRUE"	161	1993574	28.07	22356	"III-A"	"None"	"GT2|GT4|GT66|GT81|GH154"	"Absent"	"Present"	"Present"	"Present"	751	"1188_9"
"ERS2985759.bin.r.6"	"ERS2985759.bin.r.6"	2041459	98.4	0.08	"ERS2985759"	"ERS2985759"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985759-megahit_006"	1188	2.30102999566398	51.752	-1.257	2041459	28.1	106	46104	98.4	0.08	99.77	0.72	"TRUE"	108	2041459	28.07	46104	"III-A"	"I-B"	"GT2|GT66|GT4|GH154|GT81"	"Absent"	"Present"	"Present"	"Present"	753	"1188_9"
"ERS2985761.bin.r.1"	"ERS2985761.bin.r.1"	2074838	100	0	"ERS2985761"	"ERS2985761"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985761-megahit_001"	1188	2.30102999566398	51.752	-1.257	2074838	27.9	107	35749	100	0	99.86	0.7	"TRUE"	107	2074838	27.89	35749	"III-A"	"I-B"	"GT66|GT2|GT81|GH154|GT4"	"Absent"	"Absent"	"Present"	"Present"	687	"1188_8"
"ERS2985765.bin.r.1"	"ERS2985765.bin.r.1"	1102814	61.01	1.6	"ERS2985765"	"ERS2985765"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985765-megahit_001"	1188	2.30102999566398	51.752	-1.257	1102814	29.1	443	2529	61.01	1.6	51.04	0.15	"TRUE"	443	1102814	29.14	2529	"I-B"	"None"	"GT2|GH154"	"Absent"	"Absent"	"Missing"	"Present"	320	"1188_4"
"ERS2985766.bin.r.3"	"ERS2985766.bin.r.3"	1918538	100	0	"ERS2985766"	"ERS2985766"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985766-megahit_003"	1188	2.30102999566398	51.752	-1.257	1918538	28.1	126	22588	100	0	98.58	0.58	"TRUE"	126	1918538	28.06	22588	"III-A"	"I-B"	"GT2|GT4|GT66|GH154|GT81"	"Absent"	"Absent"	"Present"	"Present"	652	"1188_7"
"ERS2985769.bin.r.11"	"ERS2985769.bin.r.11"	2022793	100	0	"ERS2985769"	"ERS2985769"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985769-megahit_011"	1188	2.30102999566398	51.752	-1.257	2022793	27.9	74	43209	100	0	99.92	0.59	"TRUE"	74	2022793	27.94	43209	"III-A"	"I-B"	"GT66|GT2|GT4|GT81|GH154"	"Absent"	"Present"	"Present"	"Present"	716	"1188_8"
"ERS2985770.bin.r.6"	"ERS2985770.bin.r.6"	1958503	100	0.8	"ERS2985770"	"ERS2985770"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985770-megahit_006"	1188	2.30102999566398	51.752	-1.257	1958503	27.9	92	36398	100	0.8	99.52	0.48	"TRUE"	93	1958503	27.85	36398	"III-A"	"I-B"	"GT2|GT66|GT4|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	627	"1188_7"
"ERS2985773.bin.r.5"	"ERS2985773.bin.r.5"	2034207	100	0.27	"ERS2985773"	"ERS2985773"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985773-megahit_005"	1188	2.30102999566398	51.752	-1.257	2034207	28.1	129	26847	100	0.27	99.8	0.54	"TRUE"	129	2034207	28.08	26847	"I-B"	"None"	"GT4|GT2|GT66|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	637	"1188_9"
"ERS2985774.bin.r.2"	"ERS2985774.bin.r.2"	1377503	82.15	3.2	"ERS2985774"	"ERS2985774"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985774-megahit_002"	1188	2.30102999566398	51.752	-1.257	1377503	28.9	429	3465	82.15	3.2	65.39	0.59	"TRUE"	429	1377503	28.92	3465	"None"	"None"	"GT2|GT81|GT66|GH154"	"Absent"	"Absent"	"Missing"	"Missing"	542	"1188_9"
"ERS2985775.bin.r.5"	"ERS2985775.bin.r.5"	1962341	100	0.4	"ERS2985775"	"ERS2985775"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985775-megahit_005"	1188	2.30102999566398	51.752	-1.257	1962341	27.9	100	36861	100	0.4	99.71	0.47	"TRUE"	101	1962341	27.94	36861	"III-A"	"I-B"	"GT2|GT81|GH154|GT66|GT4"	"Absent"	"Absent"	"Present"	"Present"	643	"1188_7"
"ERS2985776.bin.r.6"	"ERS2985776.bin.r.6"	1841978	92.94	0.48	"ERS2985776"	"ERS2985776"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985776-megahit_006"	1188	2.30102999566398	51.752	-1.257	1841978	28.8	478	5018	92.94	0.48	88.07	0.77	"TRUE"	478	1841978	28.77	5018	"III-A"	"None"	"GT2|GT4|GT66|GH154"	"Absent"	"Absent"	"Present"	"Present"	655	"1188_9"
"ERS2985777.bin.r.4"	"ERS2985777.bin.r.4"	2039693	100	0	"ERS2985777"	"ERS2985777"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985777-megahit_004"	1188	2.30102999566398	51.752	-1.257	2039693	28	110	35251	100	0	99.78	0.31	"TRUE"	111	2039693	27.95	35251	"I-B"	"None"	"GT2|GT4|GT66|GH154|GT81"	"Absent"	"Present"	"Present"	"Present"	684	"1188_4"
"ERS2985779.bin.r.3"	"ERS2985779.bin.r.3"	2047684	100	0	"ERS2985779"	"ERS2985779"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985779-megahit_003"	1188	2.30102999566398	51.752	-1.257	2047684	27.8	125	33644	100	0	99.61	0.42	"TRUE"	125	2047684	27.82	33644	"III-A"	"I-B"	"GT4|GT66|GT2|GT81|GH154"	"Absent"	"Absent"	"Present"	"Present"	685	"1188_4"
"ERS2985780.bin.r.1"	"ERS2985780.bin.r.1"	2041499	100	0	"ERS2985780"	"ERS2985780"	"Ancient"	"Velsko2019"	"anc_calculus"	200	"England"	"Europe"	"Ancient"	"Homo sapiens"	"Ancient human"	"ERS2985780-megahit_001"	1188	2.30102999566398	51.752	-1.257	2041499	28	105	38998	100	0	99.84	0.46	"TRUE"	107	2041499	27.95	38998	"III-A"	"None"	"GT2|GT4|GT66|GH154|GT81"	"Absent"	"Absent"	"Present"	"Present"	749	"1188_9"
