Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_4205_length_2006_cov_4.4408	NODE_4205_length_2006_cov_4.4408@1	1	1611	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['5.90e-13']	[0.497]	[0.742]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.5	putative
NODE_2964_length_2783_cov_3.97067	NODE_2964_length_2783_cov_3.97067@1	1837	2682	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[2]	['8.10e-11']	[0.574]	[0.977]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.5	putative
NODE_1735_length_4600_cov_4.72651	NODE_1735_length_4600_cov_4.72651@1	3940	4599	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['4.10e-06']	[0.677]	[0.518]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.5	putative
NODE_942_length_7727_cov_3.94904	NODE_942_length_7727_cov_3.94904@1	4180	6477	False	0%		III-B	1	['TPR_1_CAS-III-B']	[6]	['2.10e-17']	[0.864]	[0.464]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.5	putative
NODE_2424_length_3333_cov_3.44326	NODE_2424_length_3333_cov_3.44326@1	1057	1812	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.90e-09']	[0.587]	[0.489]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.5	putative
NODE_17_length_105422_cov_92.162	NODE_17_length_105422_cov_92.162@1	4649	5593	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.20e-04']	[0.524]	[0.56]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_11_length_121817_cov_92.0268	NODE_11_length_121817_cov_92.0268@1	50162	51106	False	0%		III-A	1	['AbiEii_0_CAS-III']	[34]	['8.30e-08']	[0.343]	[0.359]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_42_length_73062_cov_91.1593	NODE_42_length_73062_cov_91.1593@1	34732	36438	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[28]	['1.10e-11']	[0.527]	[0.898]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_17_length_105422_cov_92.162	NODE_17_length_105422_cov_92.162@2	64199	66055	False	20%		IV-D	4	['RecD_0_IVD']	[45]	['3.20e-19']	[0.48]	[0.337]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_17_length_105422_cov_92.162	NODE_17_length_105422_cov_92.162@3	90545	91642	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[66]	['4.70e-40']	[0.683]	[0.95]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@3	352855	353448	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[304]	['1.60e-31']	[0.904]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@6	478245	479777	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[404]	['5.90e-08']	[0.389]	[0.768]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@1	78556	79914	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[67]	['2.50e-06']	[0.704]	[0.898]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@7	493399	495768	False	14%	0%	I-A	2	['Cas3_1_CAS-I']	[417]	['2.40e-46']	[0.563]	[0.584]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@8	547707	554680	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[452, 455]	['1.80e-06', '5.50e-03']	[0.328, 0.345]	[0.373, 0.606]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@2	105910	106596	False	0%		III-A	1	['AbiEii_0_CAS-III']	[90]	['3.40e-03']	[0.533]	[0.415]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@4	431823	433355	False	20%		IV-D	4	['RecD_0_IVD']	[367]	['3.20e-35']	[0.509]	[0.328]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_1_length_954542_cov_94.3798	NODE_1_length_954542_cov_94.3798@5	468298	469008	False	0%		III-A	1	['AbiEii_0_CAS-III']	[394]	['2.30e-04']	[0.468]	[0.38]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.7	putative
NODE_3_length_400420_cov_8.0733	NODE_3_length_400420_cov_8.0733@2	278987	284763	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[220, 224]	['3.50e-05', '3.80e-05']	[0.321, 0.312]	[0.327, 0.356]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_68_length_58989_cov_9.51566	NODE_68_length_58989_cov_9.51566@1	42541	44181	False	0%		III-A	1	['AbiEii_0_CAS-III']	[33]	['1.70e-07']	[0.322]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_54_length_66472_cov_8.0128	NODE_54_length_66472_cov_8.0128@1	2501	3463	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[4]	['1.60e-29']	[0.592]	[0.983]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_91_length_45621_cov_7.91713	NODE_91_length_45621_cov_7.91713@1	9786	15608	Ambiguous	['100%', '100%']	['67%', '100%']	['II-A', 'II-C']	5	['Cas2_5_CAS-I-II-III-IV-V-VI', 'Cas1_0_II', 'Cas9_0_II', 'CasR_1_CAS-I-II-III-IV-V-VI']	[11, 12, 13, 14]	['1.20e-27', '7.40e-94', '1.90e-72', '9.10e-03']	[0.814, 0.919, 0.681, 0.408]	[0.716, 0.996, 0.972, 0.307]	-1	-1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_313_length_18991_cov_8.20448	NODE_313_length_18991_cov_8.20448@1	2058	4157	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[3]	['9.70e-07']	[0.311]	[0.606]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_8_length_144218_cov_8.40415	NODE_8_length_144218_cov_8.40415@1	17945	19768	False	14%	0%	I-A	1	['Cas3_0_I']	[16]	['1.60e-06']	[0.312]	[0.545]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_219_length_24765_cov_7.81085	NODE_219_length_24765_cov_7.81085@1	19117	19836	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[18]	['4.10e-28']	[0.65]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_348_length_17501_cov_8.3602	NODE_348_length_17501_cov_8.3602@1	10272	15019	False	14%	33%	I-A	4	['Cas4_1_CAS-I-II-III-IV-V-VI', 'Cas3_0_CAS-I']	[9, 13]	['2.20e-03', '1.40e-09']	[0.387, 0.66]	[0.359, 0.918]	-1	1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_3_length_400420_cov_8.0733	NODE_3_length_400420_cov_8.0733@1	52997	53749	False	0%		III-A	1	['AbiEii_0_CAS-III']	[43]	['3.00e-04']	[0.371]	[0.331]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_216_length_24986_cov_7.83182	NODE_216_length_24986_cov_7.83182@1	10801	11571	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[11]	['1.90e-39']	[0.607]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_8_length_144218_cov_8.40415	NODE_8_length_144218_cov_8.40415@2	27962	28306	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[24]	['8.70e-03']	[0.53]	[0.576]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_316_length_18871_cov_8.37351	NODE_316_length_18871_cov_8.37351@1	15812	16678	False	0%		III-B	1	['CasR_0_CAS-III-B-III-D']	[13]	['2.90e-03']	[0.453]	[0.322]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_3_length_400420_cov_8.0733	NODE_3_length_400420_cov_8.0733@3	366157	372767	False	17%		III-B	4	['Cmr5gr11_12_CAS-III-B', 'RecD_0_IVD']	[294, 298]	['2.30e-03', '3.30e-32']	[0.528, 0.523]	[0.39, 0.304]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_3101_length_2664_cov_8.43273	NODE_3101_length_2664_cov_8.43273@1	2054	2662	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3]	['3.00e-16']	[0.744]	[0.831]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_216_length_24986_cov_7.83182	NODE_216_length_24986_cov_7.83182@2	21087	21749	False	0%		III-A	1	['AbiEii_0_CAS-III']	[20]	['5.00e-05']	[0.516]	[0.384]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.8	putative
NODE_176_length_30001_cov_5.96237	NODE_176_length_30001_cov_5.96237@1	1105	1803	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.90e-12']	[0.622]	[0.433]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_31_length_87216_cov_7.90238	NODE_31_length_87216_cov_7.90238@2	80476	81231	False	0%		III-A	1	['AbiEii_0_CAS-III']	[87]	['2.20e-08']	[0.484]	[0.384]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_500_length_12788_cov_7.04155	NODE_500_length_12788_cov_7.04155@1	4978	5430	False	0%	33%	I-A	2	['Cas2_4_CAS-I-II-III-IV-V-VI']	[7]	['5.50e-03']	[0.331]	[0.562]		-1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_48_length_68558_cov_6.36318	NODE_48_length_68558_cov_6.36318@1	6352	8237	False	17%		III-B	5	['AbiEii_0_CAS-III', 'Cmr5gr11_12_CAS-III-B']	[11, 13]	['9.90e-05', '7.20e-03']	[0.37, 0.58]	[0.306, 0.418]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_349_length_17494_cov_5.89179	NODE_349_length_17494_cov_5.89179@1	7130	9262	False	20%		IV-D	4	['RecD_0_IVD']	[8]	['1.40e-17']	[0.612]	[0.519]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_46_length_70831_cov_7.16458	NODE_46_length_70831_cov_7.16458@1	4985	6010	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[6]	['1.50e-26']	[0.509]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_113_length_39060_cov_5.85238	NODE_113_length_39060_cov_5.85238@1	7508	8203	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['1.30e-03']	[0.487]	[0.373]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_21_length_102962_cov_7.58423	NODE_21_length_102962_cov_7.58423@2	94516	95670	False	0%	33%	II-A	3	['Csn2_5_CAS-II-A']	[84]	['4.50e-04']	[0.33]	[0.552]		-1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_31_length_87216_cov_7.90238	NODE_31_length_87216_cov_7.90238@1	7858	9732	False	0%		III-A	1	['AbiEii_0_CAS-III']	[12]	['8.40e-05']	[0.342]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_1166_length_6542_cov_7.66564	NODE_1166_length_6542_cov_7.66564@1	4227	4970	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['7.80e-04']	[0.415]	[0.356]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_25_length_96679_cov_8.38952	NODE_25_length_96679_cov_8.38952@1	693	1061	False	0%	33%	I-A	1	['Cas4_0_I-II-V']	[2]	['7.60e-05']	[0.659]	[0.412]		-1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_25_length_96679_cov_8.38952	NODE_25_length_96679_cov_8.38952@2	68008	69231	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[72]	['2.40e-39']	[0.377]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_1442_length_5397_cov_5.28416	NODE_1442_length_5397_cov_5.28416@1	2501	2803	False	20%		III-A	4	['Csm2_0_IIIA']	[4]	['8.00e-04']	[0.832]	[0.865]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_52_length_67739_cov_6.90014	NODE_52_length_67739_cov_6.90014@2	46871	52399	Ambiguous	['100%', '100%']	['67%', '100%']	['II-A', 'II-C']	5	['Cas9_0_II', 'Cas1_0_II', 'Cas2_5_CAS-I-II-III-IV-V-VI']	[48, 49, 50]	['2.90e-76', '1.30e-85', '3.10e-26']	[0.675, 0.933, 0.788]	[0.929, 0.996, 0.767]	1	1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_1320_length_5903_cov_6.61474	NODE_1320_length_5903_cov_6.61474@1	3516	4106	False	20%	0%	I-D	4	['Csc1_0_ID']	[5]	['3.20e-03']	[0.477]	[0.409]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_850_length_8423_cov_6.94885	NODE_850_length_8423_cov_6.94885@1	4766	5524	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['6.90e-03']	[0.613]	[0.542]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_227_length_23939_cov_7.34998	NODE_227_length_23939_cov_7.34998@1	12668	14761	False	14%	0%	I-A	1	['Cas3_0_I']	[10]	['2.00e-11']	[0.385]	[0.726]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_52_length_67739_cov_6.90014	NODE_52_length_67739_cov_6.90014@1	36097	36861	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[39]	['1.20e-37']	[0.608]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_57_length_64749_cov_8.36886	NODE_57_length_64749_cov_8.36886@1	14187	14978	False	17%		III-B	4	['Cas10_0_IIIB']	[11]	['4.30e-03']	[0.686]	[0.355]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_21_length_102962_cov_7.58423	NODE_21_length_102962_cov_7.58423@1	10169	11077	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['5.40e-07']	[0.363]	[0.373]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_168_length_30380_cov_6.01533	NODE_168_length_30380_cov_6.01533@1	28598	30379	False	0%		IV-B	3	['CysH_0_IVB', 'CysH_0_IVB']	[37, 39]	['1.60e-10', '6.40e-20']	[0.746, 0.744]	[0.691, 0.663]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_2243_length_3634_cov_5.64767	NODE_2243_length_3634_cov_5.64767@1	372	683	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['3.30e-17']	[0.663]	[0.602]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.9	putative
NODE_8_length_141216_cov_33.2239	NODE_8_length_141216_cov_33.2239@2	62120	62812	False	0%		III-A	1	['AbiEii_0_CAS-III']	[81]	['1.70e-06']	[0.39]	[0.313]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_946_length_3110_cov_32.3768	NODE_946_length_3110_cov_32.3768@1	1333	2190	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.50e-04']	[0.35]	[0.335]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_104_length_21806_cov_25.3362	NODE_104_length_21806_cov_25.3362@1	2804	3805	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['4.50e-05']	[0.35]	[0.398]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_106_length_21716_cov_29.1484	NODE_106_length_21716_cov_29.1484@1	242	889	False	17%		III-D	4	['Csm2gr11_0_CAS-III-D']	[1]	['2.00e-05']	[0.565]	[0.525]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_21_length_67413_cov_28.8189	NODE_21_length_67413_cov_28.8189@3	43005	43880	False	0%	33%	II-A	3	['Csn2_11_CAS-II-A']	[45]	['1.60e-03']	[0.312]	[0.322]		-1	keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_91_length_25010_cov_27.6749	NODE_91_length_25010_cov_27.6749@3	23419	24150	False	0%		III-A	1	['AbiEii_0_CAS-III']	[29]	['6.20e-10']	[0.533]	[0.433]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_418_length_6999_cov_43.2815	NODE_418_length_6999_cov_43.2815@1	4791	5426	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['6.80e-05']	[0.481]	[0.345]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_21_length_67413_cov_28.8189	NODE_21_length_67413_cov_28.8189@2	17889	19940	False	14%	0%	I-A	1	['Cas3_0_I']	[19]	['2.00e-12']	[0.428]	[0.818]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_19_length_69008_cov_28.4683	NODE_19_length_69008_cov_28.4683@4	31042	36824	False	0%		III-A	2	['Cas3_0_I', 'AbiEii_0_CAS-III']	[32, 36]	['7.50e-09', '3.50e-05']	[0.561, 0.385]	[0.936, 0.437]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_81_length_27063_cov_30.5029	NODE_81_length_27063_cov_30.5029@1	13748	14104	False	17%		III-C	4	['Cmr5_1_IIIC']	[17]	['1.20e-03']	[0.84]	[0.567]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_47_length_37242_cov_34.4181	NODE_47_length_37242_cov_34.4181@2	23852	27687	False	25%		IV-B	2	['Cas11_0_IV', 'AbiEii_0_CAS-III']	[26, 29]	['5.40e-03', '1.20e-05']	[0.369, 0.391]	[0.439, 0.511]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_91_length_25010_cov_27.6749	NODE_91_length_25010_cov_27.6749@2	18677	19420	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['1.00e-03']	[0.48]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_19_length_69008_cov_28.4683	NODE_19_length_69008_cov_28.4683@1	5573	6969	False	0%		III-A	2	['Unk_02_0_CAS-III-A-III-B', 'AbiEii_0_CAS-III']	[10, 11]	['3.80e-04', '1.80e-06']	[0.614, 0.602]	[0.498, 0.475]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_21_length_67413_cov_28.8189	NODE_21_length_67413_cov_28.8189@5	62413	63960	False	0%		III-A	1	['AbiEii_0_CAS-III']	[74]	['3.00e-07']	[0.308]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_30_length_53269_cov_28.7713	NODE_30_length_53269_cov_28.7713@2	40123	41169	False	0%		III-A	1	['AbiEii_0_CAS-III']	[31]	['5.90e-08']	[0.407]	[0.475]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_47_length_37242_cov_34.4181	NODE_47_length_37242_cov_34.4181@1	13496	14248	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['2.50e-04']	[0.394]	[0.331]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_230_length_11881_cov_31.5216	NODE_230_length_11881_cov_31.5216@1	4432	8428	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[5, 7]	['1.60e-06', '9.10e-05']	[0.387, 0.453]	[0.482, 0.398]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_63_length_32876_cov_33.4274	NODE_63_length_32876_cov_33.4274@1	17204	17470	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[16]	['3.30e-17']	[0.831]	[0.703]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_8_length_141216_cov_33.2239	NODE_8_length_141216_cov_33.2239@1	54200	55222	False	0%		III-A	1	['AbiEii_0_CAS-III']	[72]	['6.90e-04']	[0.425]	[0.507]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_19_length_69008_cov_28.4683	NODE_19_length_69008_cov_28.4683@2	10192	11721	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[16]	['1.40e-07']	[0.378]	[0.552]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_91_length_25010_cov_27.6749	NODE_91_length_25010_cov_27.6749@1	8832	9569	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['1.40e-08']	[0.455]	[0.38]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_110_length_20949_cov_30.3601	NODE_110_length_20949_cov_30.3601@1	13724	14200	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[13]	['4.50e-04']	[0.642]	[0.475]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_20_length_67955_cov_33.4633	NODE_20_length_67955_cov_33.4633@1	10282	10731	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[11]	['1.50e-04']	[0.647]	[0.653]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_19_length_69008_cov_28.4683	NODE_19_length_69008_cov_28.4683@3	21303	21980	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['4.10e-06']	[0.611]	[0.384]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_104_length_21806_cov_25.3362	NODE_104_length_21806_cov_25.3362@2	12452	13525	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[11]	['1.30e-07']	[0.374]	[0.505]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_30_length_53269_cov_28.7713	NODE_30_length_53269_cov_28.7713@1	19119	19763	False	0%		IV-B	3	['CysH_0_IVB']	[17]	['5.50e-03']	[0.363]	[0.321]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_31_length_49301_cov_30.3188	NODE_31_length_49301_cov_30.3188@1	33012	34492	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[35, 36]	['2.70e-08', '2.10e-05']	[0.484, 0.498]	[0.444, 0.408]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_21_length_67413_cov_28.8189	NODE_21_length_67413_cov_28.8189@1	10038	10934	False	0%		III-B	1	['htpX_0_CAS-III-B']	[10]	['3.70e-22']	[0.639]	[0.569]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_21_length_67413_cov_28.8189	NODE_21_length_67413_cov_28.8189@4	49493	50113	False	0%		III-A	1	['Csx1_11_CAS-III']	[53]	['1.30e-03']	[0.498]	[0.481]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.2	putative
NODE_353_length_8069_cov_853.449	NODE_353_length_8069_cov_853.449@1	6993	7727	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['4.80e-09']	[0.539]	[0.433]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_201_length_13328_cov_894.704	NODE_201_length_13328_cov_894.704@1	9883	11034	False	0%		III-B	1	['CasR_0_CAS-III-B-III-D']	[15]	['9.20e-04']	[0.323]	[0.306]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_406_length_7148_cov_1176.39	NODE_406_length_7148_cov_1176.39@1	2352	2786	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[4]	['1.80e-04']	[0.531]	[0.335]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_312_length_9170_cov_810.636	NODE_312_length_9170_cov_810.636@1	1252	2244	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.90e-05']	[0.308]	[0.331]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_212_length_12469_cov_998.961	NODE_212_length_12469_cov_998.961@1	1040	1480	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['4.50e-08']	[0.49]	[0.551]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_1641_length_1673_cov_954.66	NODE_1641_length_1673_cov_954.66@1	1	1034	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[1, 2]	['1.00e-05', '1.80e-05']	[0.935, 0.409]	[0.349, 0.331]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_346_length_8359_cov_1308.76	NODE_346_length_8359_cov_1308.76@1	61	2065	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[1, 2]	['3.30e-04', '8.30e-05']	[0.317, 0.388]	[0.342, 0.387]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_962_length_3069_cov_754.51	NODE_962_length_3069_cov_754.51@1	936	1214	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['2.40e-05']	[0.828]	[0.551]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_213_length_12461_cov_1065.68	NODE_213_length_12461_cov_1065.68@1	6355	7179	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['2.00e-05']	[0.335]	[0.313]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_134_length_18022_cov_776.148	NODE_134_length_18022_cov_776.148@1	8252	8941	False	0%	0%	I-A	1	['Csx3_0_CAS-I-III']	[7]	['5.00e-04']	[0.435]	[0.855]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_34_length_46867_cov_745.241	NODE_34_length_46867_cov_745.241@1	37617	38297	False	0%		III-A	1	['AbiEii_0_CAS-III']	[41]	['2.30e-05']	[0.458]	[0.349]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_111_length_20929_cov_919.214	NODE_111_length_20929_cov_919.214@1	5021	6151	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['2.00e-04']	[0.318]	[0.415]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
