Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,Individual_ID,MAG_source,oral_site,Bin
NODE_23_length_8490_cov_91.4,NODE_23_length_8490_cov_91.4@1,7094,7657,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[7],['6.70e-09'],[0.809],[0.45],,,SRS4625240.bin.r.4,putative,SRS4625240,Ancient,calculus,SRS4625240-megahit_004
NODE_1309_length_2591_cov_95.5,NODE_1309_length_2591_cov_95.5@1,1,1932,Ambiguous,"['100%', '100%']","['0%', '0%']","['II-A', 'II-C']",2,['Cas9_0_II'],[1],['7.10e-87'],[0.983],[0.498],-1,,SRS4625240.bin.r.4,putative,SRS4625240,Ancient,calculus,SRS4625240-megahit_004
NODE_59_length_10908_cov_84.0,NODE_59_length_10908_cov_84.0@1,1,1488,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['1.60e-13'],[0.659],[0.881],-1,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_4_length_22937_cov_87.8,NODE_4_length_22937_cov_87.8@1,15518,16270,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[17],['1.40e-06'],[0.645],[0.644],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_510_length_4957_cov_78.5,NODE_510_length_4957_cov_78.5@1,131,1123,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[1],['6.60e-16'],[0.692],[0.758],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_34_length_13562_cov_78.5,NODE_34_length_13562_cov_78.5@1,7004,8419,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[9],['1.40e-11'],[0.534],[0.72],-1,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_27_length_14787_cov_78.3,NODE_27_length_14787_cov_78.3@1,8535,9281,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['2.60e-06'],[0.357],[0.32],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_266_length_6494_cov_84.9,NODE_266_length_6494_cov_84.9@1,1258,1662,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['1.60e-03'],[0.519],[0.424],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_328_length_5904_cov_78.2,NODE_328_length_5904_cov_78.2@1,1241,3001,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['2.00e-10'],[0.409],[0.684],1,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_185_length_7236_cov_82.2,NODE_185_length_7236_cov_82.2@1,6376,6993,False,14%,0%,I-A,1,['Cas3_0_I'],[11],['7.70e-11'],[0.728],[0.455],1,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_531_length_4861_cov_80.6,NODE_531_length_4861_cov_80.6@1,3224,4039,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['7.70e-08'],[0.386],[0.349],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_10850_length_1005_cov_69.7,NODE_10850_length_1005_cov_69.7@1,389,1003,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['1.50e-05'],[0.522],[0.38],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_109_length_9001_cov_75.7,NODE_109_length_9001_cov_75.7@1,2403,3326,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['6.50e-06'],[0.318],[0.327],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_1127_length_3427_cov_69.6,NODE_1127_length_3427_cov_69.6@1,3132,3425,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[5],['4.60e-08'],[0.724],[0.512],1,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_106_length_9127_cov_74.5,NODE_106_length_9127_cov_74.5@1,5685,6485,False,0%,,IV-B,3,['CysH_0_IVB'],[9],['3.70e-04'],[0.524],[0.47],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_108_length_9046_cov_81.9,NODE_108_length_9046_cov_81.9@1,5361,5990,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['4.20e-08'],[0.338],[0.619],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_1816_length_2691_cov_77.5,NODE_1816_length_2691_cov_77.5@1,1544,1978,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[4],['3.50e-04'],[0.448],[0.356],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_7_length_20080_cov_75.7,NODE_7_length_20080_cov_75.7@1,3272,4141,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['1.10e-04'],[0.359],[0.342],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_7_length_20080_cov_75.7,NODE_7_length_20080_cov_75.7@2,14225,15079,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[14],['1.20e-06'],[0.333],[0.317],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_85_length_9790_cov_80.5,NODE_85_length_9790_cov_80.5@1,8620,9183,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[10],['7.00e-09'],[0.809],[0.45],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_49_length_11527_cov_76.3,NODE_49_length_11527_cov_76.3@1,5487,7862,False,20%,,IV-A1,2,['Csf4_0_IVA'],[8],['8.90e-17'],[0.319],[0.383],1,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_360_length_5629_cov_65.5,NODE_360_length_5629_cov_65.5@1,4663,5466,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['3.90e-07'],[0.422],[0.37],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_60_length_10854_cov_71.8,NODE_60_length_10854_cov_71.8@1,3826,4533,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['2.70e-09'],[0.479],[0.38],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_82_length_9813_cov_74.2,NODE_82_length_9813_cov_74.2@1,2,1594,False,0%,,IV-B,3,['CysH_0_IVB'],[1],['9.00e-16'],[0.35],[0.723],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_664_length_4426_cov_78.5,NODE_664_length_4426_cov_78.5@1,776,1657,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['1.10e-08'],[0.344],[0.331],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_83_length_9812_cov_81.8,NODE_83_length_9812_cov_81.8@1,5961,6734,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['6.10e-06'],[0.415],[0.359],,,SRS4625241.bin.r.3,putative,SRS4625241,Ancient,calculus,SRS4625241-megahit_003
NODE_3114_length_2322_cov_47.8,NODE_3114_length_2322_cov_47.8@1,2,1789,False,0%,,IV-B,3,['CysH_0_IVB'],[1],['1.10e-15'],[0.31],[0.719],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_181_length_8441_cov_62.4,NODE_181_length_8441_cov_62.4@1,3531,3923,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[5],['1.50e-03'],[0.534],[0.424],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_3636_length_2141_cov_57.5,NODE_3636_length_2141_cov_57.5@1,789,1670,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['1.10e-08'],[0.344],[0.331],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_12720_length_1044_cov_54.3,NODE_12720_length_1044_cov_54.3@1,2,1042,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['2.60e-10'],[0.556],[0.555],1,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_4744_length_1855_cov_54.3,NODE_4744_length_1855_cov_54.3@1,1181,1855,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['2.90e-19'],[0.413],[0.864],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_253_length_7425_cov_57.8,NODE_253_length_7425_cov_57.8@1,1961,2734,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['5.90e-06'],[0.415],[0.359],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_9018_length_1282_cov_43.4,NODE_9018_length_1282_cov_43.4@1,101,904,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['3.80e-07'],[0.422],[0.37],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_340_length_6535_cov_55.1,NODE_340_length_6535_cov_55.1@1,2408,3037,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['4.00e-08'],[0.338],[0.619],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_2293_length_2707_cov_57.5,NODE_2293_length_2707_cov_57.5@1,1668,2135,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['3.80e-04'],[0.429],[0.356],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_3435_length_2204_cov_54.5,NODE_3435_length_2204_cov_54.5@1,1098,2090,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[3],['6.50e-16'],[0.692],[0.758],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_86_length_10693_cov_60.3,NODE_86_length_10693_cov_60.3@1,7744,8469,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[12],['2.70e-07'],[0.459],[0.394],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_1271_length_3602_cov_61.3,NODE_1271_length_3602_cov_61.3@1,502,3246,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['4.70e-17'],[0.351],[0.902],-1,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_4534_length_1894_cov_53.8,NODE_4534_length_1894_cov_53.8@1,1124,1894,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['4.70e-06'],[0.634],[0.436],1,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_5587_length_1694_cov_50.3,NODE_5587_length_1694_cov_50.3@1,478,1185,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['9.40e-09'],[0.479],[0.38],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_538_length_5333_cov_63.6,NODE_538_length_5333_cov_63.6@1,3415,4137,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[6],['3.50e-10'],[0.747],[0.775],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_351_length_6412_cov_55.5,NODE_351_length_6412_cov_55.5@1,1826,3586,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['3.20e-10'],[0.409],[0.684],-1,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_4430_length_1918_cov_58.4,NODE_4430_length_1918_cov_58.4@1,690,1544,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['3.20e-06'],[0.333],[0.317],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_11736_length_1095_cov_51.0,NODE_11736_length_1095_cov_51.0@1,3,437,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[1],['2.50e-11'],[0.69],[0.575],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_798_length_4486_cov_58.1,NODE_798_length_4486_cov_58.1@1,1,630,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['9.10e-07'],[0.714],[0.419],-1,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_28_length_15801_cov_69.5,NODE_28_length_15801_cov_69.5@1,648,962,False,0%,0%,I-B,4,['Csa5gr11_0_CAS-III-B'],[2],['5.50e-03'],[0.562],[0.437],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_4886_length_1824_cov_59.7,NODE_4886_length_1824_cov_59.7@1,526,1449,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['6.30e-06'],[0.318],[0.327],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_308_length_6813_cov_64.5,NODE_308_length_6813_cov_64.5@1,636,1199,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[2],['6.80e-09'],[0.809],[0.45],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_156_length_8815_cov_55.3,NODE_156_length_8815_cov_55.3@1,4906,5823,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['1.20e-04'],[0.33],[0.338],,,SRS4625244.bin.r.9,putative,SRS4625244,Ancient,calculus,SRS4625244-megahit_009
NODE_1155_length_9050_cov_68.6,NODE_1155_length_9050_cov_68.6@1,7506,8387,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['8.40e-09'],[0.344],[0.331],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_3976_length_3590_cov_78.1,NODE_3976_length_3590_cov_78.1@1,356,823,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['3.00e-04'],[0.429],[0.356],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_2704_length_4859_cov_74.4,NODE_2704_length_4859_cov_74.4@1,1198,2958,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['2.60e-10'],[0.409],[0.684],-1,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_5444_length_2832_cov_77.0,NODE_5444_length_2832_cov_77.0@1,936,2615,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[3],['2.00e-11'],[0.45],[0.72],-1,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_2856_length_4644_cov_84.9,NODE_2856_length_4644_cov_84.9@1,1122,1844,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[3],['2.80e-10'],[0.747],[0.775],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_4967_length_3041_cov_57.1,NODE_4967_length_3041_cov_57.1@1,3,941,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['3.10e-18'],[0.316],[0.915],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_1624_length_7015_cov_75.4,NODE_1624_length_7015_cov_75.4@1,2633,3502,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['4.40e-06'],[0.338],[0.327],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_6541_length_2474_cov_47.0,NODE_6541_length_2474_cov_47.0@1,2239,2472,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[3],['3.50e-07'],[0.833],[0.307],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_2870_length_4626_cov_84.1,NODE_2870_length_4626_cov_84.1@1,2242,2871,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['3.20e-08'],[0.338],[0.619],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_6477_length_2494_cov_92.6,NODE_6477_length_2494_cov_92.6@1,2,2494,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['2.80e-10'],[0.349],[0.824],-1,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_1818_length_6486_cov_70.5,NODE_1818_length_6486_cov_70.5@1,2600,3454,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['2.50e-06'],[0.333],[0.317],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_5388_length_2857_cov_68.8,NODE_5388_length_2857_cov_68.8@1,355,2730,False,20%,,IV-A1,2,['Csf4_0_IVA'],[2],['6.70e-17'],[0.319],[0.383],-1,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_1359_length_8042_cov_79.5,NODE_1359_length_8042_cov_79.5@1,4916,8029,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[7],['9.60e-13'],[0.315],[0.881],1,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_965_length_10415_cov_75.2,NODE_965_length_10415_cov_75.2@1,6553,7326,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['4.70e-06'],[0.415],[0.359],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_2907_length_4569_cov_84.4,NODE_2907_length_4569_cov_84.4@1,2897,3301,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[5],['1.20e-03'],[0.519],[0.424],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_1694_length_6814_cov_77.8,NODE_1694_length_6814_cov_77.8@1,1115,2107,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[3],['5.20e-16'],[0.692],[0.758],,,SRS4625245.bin.r.7,putative,SRS4625245,Ancient,calculus,SRS4625245-megahit_007
NODE_98_length_17543_cov_48.9,NODE_98_length_17543_cov_48.9@2,11720,12712,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[14],['5.80e-16'],[0.692],[0.758],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_75_length_20887_cov_50.4,NODE_75_length_20887_cov_50.4@1,6645,7079,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[5],['3.10e-04'],[0.448],[0.356],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_354_length_9246_cov_48.6,NODE_354_length_9246_cov_48.6@1,8711,9115,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[14],['1.40e-03'],[0.519],[0.424],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_355_length_9237_cov_44.4,NODE_355_length_9237_cov_44.4@1,7983,8690,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[9],['2.40e-09'],[0.479],[0.38],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_175_length_13441_cov_48.5,NODE_175_length_13441_cov_48.5@1,12502,13281,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['5.20e-06'],[0.419],[0.366],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_5204_length_2284_cov_44.5,NODE_5204_length_2284_cov_44.5@1,455,2266,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['3.40e-07'],[0.311],[0.359],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_430_length_8452_cov_48.4,NODE_430_length_8452_cov_48.4@1,6218,7021,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['1.80e-07'],[0.422],[0.398],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_1745_length_4208_cov_47.5,NODE_1745_length_4208_cov_47.5@1,596,1405,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['6.60e-08'],[0.389],[0.349],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_298_length_10140_cov_50.2,NODE_298_length_10140_cov_50.2@1,2248,3207,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['4.60e-06'],[0.356],[0.394],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_2069_length_3861_cov_46.2,NODE_2069_length_3861_cov_46.2@1,2774,3652,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['5.10e-06'],[0.334],[0.327],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_3689_length_2814_cov_43.3,NODE_3689_length_2814_cov_43.3@1,1061,2476,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[3],['1.20e-11'],[0.534],[0.72],1,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_371_length_9006_cov_50.0,NODE_371_length_9006_cov_50.0@1,5567,6196,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[6],['3.60e-08'],[0.338],[0.619],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_786_length_6288_cov_43.1,NODE_786_length_6288_cov_43.1@1,2883,3752,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['9.80e-05'],[0.359],[0.342],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_1316_length_4872_cov_46.5,NODE_1316_length_4872_cov_46.5@1,1950,4871,Ambiguous,"['100%', '100%']","['0%', '0%']","['II-A', 'II-C']",2,['Cas9_0_II'],[2],['6.00e-161'],[0.993],[0.911],1,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_2560_length_3452_cov_46.2,NODE_2560_length_3452_cov_46.2@1,2833,3450,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['1.10e-06'],[0.51],[0.373],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_1325_length_4867_cov_42.7,NODE_1325_length_4867_cov_42.7@1,3034,3915,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['9.50e-09'],[0.344],[0.331],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_3221_length_3036_cov_45.0,NODE_3221_length_3036_cov_45.0@1,2014,2577,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[4],['6.10e-09'],[0.809],[0.45],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_98_length_17543_cov_48.9,NODE_98_length_17543_cov_48.9@1,1,2202,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['4.30e-13'],[0.446],[0.881],-1,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_1571_length_4455_cov_44.6,NODE_1571_length_4455_cov_44.6@1,1912,3672,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['1.70e-10'],[0.409],[0.684],1,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_75_length_20887_cov_50.4,NODE_75_length_20887_cov_50.4@2,15004,17775,False,14%,0%,I-A,1,['Cas3_0_I'],[18],['2.60e-17'],[0.347],[0.902],1,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_5889_length_2123_cov_40.4,NODE_5889_length_2123_cov_40.4@1,398,1201,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['3.40e-07'],[0.422],[0.37],,,SRS4625246.bin.r.8,putative,SRS4625246,Ancient,calculus,SRS4625246-megahit_008
NODE_4500_length_1606_cov_48.0,NODE_4500_length_1606_cov_48.0@1,916,1383,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['3.70e-04'],[0.429],[0.356],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_436_length_4769_cov_47.4,NODE_436_length_4769_cov_47.4@1,2128,4503,False,20%,,IV-A1,2,['Csf4_0_IVA'],[3],['8.50e-17'],[0.319],[0.383],1,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_2312_length_2190_cov_53.5,NODE_2312_length_2190_cov_53.5@1,1561,2190,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['6.20e-11'],[0.719],[0.458],1,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_219_length_6210_cov_50.9,NODE_219_length_6210_cov_50.9@1,2693,3493,False,0%,,IV-B,3,['CysH_0_IVB'],[5],['3.50e-04'],[0.524],[0.47],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_548_length_4287_cov_48.9,NODE_548_length_4287_cov_48.9@1,3400,4278,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['5.60e-06'],[0.334],[0.327],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_166_length_6991_cov_51.9,NODE_166_length_6991_cov_51.9@1,3174,3947,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['5.80e-06'],[0.415],[0.359],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_7054_length_1279_cov_44.0,NODE_7054_length_1279_cov_44.0@1,1,639,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['6.40e-07'],[0.446],[0.317],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_604_length_4133_cov_54.9,NODE_604_length_4133_cov_54.9@1,508,900,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['1.50e-03'],[0.534],[0.424],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_1023_length_3237_cov_48.2,NODE_1023_length_3237_cov_48.2@1,2549,3235,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['9.80e-04'],[0.624],[0.511],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
