genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
HMP_2012__SRS065099__bin.10.fa,802_1,0.06999999999999995,average,ANImf,802
MGYG000298333.fna,802_1,0.06999999999999995,average,ANImf,802
SEQF2760.1.fna,802_1,0.06999999999999995,average,ANImf,802
SEQF2761.1.fna,802_1,0.06999999999999995,average,ANImf,802
CMC023.B.bin.r.1.fa,803_1,0.06999999999999995,average,ANImf,803
CMC025.B.bin.r.54.fa,803_1,0.06999999999999995,average,ANImf,803
CMC040.B.bin.r.40.fa,803_1,0.06999999999999995,average,ANImf,803
CM_cf__CF_TNFC017SA_t1M16__bin.13.fa,803_1,0.06999999999999995,average,ANImf,803
ERS12516939.bin.r.36.fa,803_1,0.06999999999999995,average,ANImf,803
ERS12516977.bin.r.36.fa,803_1,0.06999999999999995,average,ANImf,803
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.3.fa,803_1,0.06999999999999995,average,ANImf,803
GWHAPNU00000000.genome.fasta,803_1,0.06999999999999995,average,ANImf,803
GWHAPVU00000000.genome.fasta,803_1,0.06999999999999995,average,ANImf,803
GWHAQGE00000000.genome.fasta,803_1,0.06999999999999995,average,ANImf,803
GWHAQGQ00000000.genome.fasta,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS013234__bin.31.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS014271__bin.21.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS014470__bin.76.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS014684__bin.47.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS015038__bin.5.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS015057__bin.68.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS015209__bin.39.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS015272__bin.10.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS015893__bin.63.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS015941__bin.23.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS016319__bin.59.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS016342__bin.32.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS017076__bin.33.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS017120__bin.38.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS018591__bin.18.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS018739__bin.9.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS018791__bin.9.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS019122__bin.29.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS019219__bin.12.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS019894__bin.4.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS020220__bin.48.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS020334__bin.42.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS020856__bin.1.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS022143__bin.6.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS023352__bin.16.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS024015__bin.56.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS024081__bin.65.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS024318__bin.42.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS024580__bin.33.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS024637__bin.6.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS042643__bin.19.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS044373__bin.19.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS045715__bin.22.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS047210__bin.52.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS047219__bin.38.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS047824__bin.33.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS048411__bin.61.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS048791__bin.19.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS051791__bin.48.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS053603__bin.33.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS053854__bin.49.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS056323__bin.31.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS057791__bin.78.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS062544__bin.84.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS064423__bin.23.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS064774__bin.72.fa,803_1,0.06999999999999995,average,ANImf,803
HMP_2012__SRS065278__bin.62.fa,803_1,0.06999999999999995,average,ANImf,803
MGYG000298172.fna,803_1,0.06999999999999995,average,ANImf,803
MGYG000298793.fna,803_1,0.06999999999999995,average,ANImf,803
MGYG000298833.fna,803_1,0.06999999999999995,average,ANImf,803
MGYG000299045.fna,803_1,0.06999999999999995,average,ANImf,803
SEQF1881.1.fna,803_1,0.06999999999999995,average,ANImf,803
SEQF5177.1.fna,803_1,0.06999999999999995,average,ANImf,803
CMC009.A.bin.r.26.fa,804_1,0.06999999999999995,average,ANImf,804
CMC042.B.bin.r.8.fa,804_1,0.06999999999999995,average,ANImf,804
CM_cf__CF_TNFC057SA_t1M16__bin.3.fa,804_1,0.06999999999999995,average,ANImf,804
ERS12516931.bin.r.7.fa,804_1,0.06999999999999995,average,ANImf,804
ERS12516953.bin.r.27.fa,804_1,0.06999999999999995,average,ANImf,804
FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32.fa,804_1,0.06999999999999995,average,ANImf,804
GWHAPMP00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAPNR00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAPSC00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAPTC00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAPUA00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAPVF00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAQBK00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAQHX00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAQKP00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAQLY00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHAQSL00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHARDC00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHARFJ00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHARUS00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
GWHARWY00000000.genome.fasta,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS011115__bin.71.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS011243__bin.13.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS011306__bin.51.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS013164__bin.35.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS013252__bin.16.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS013879__bin.28.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS015644__bin.55.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS015762__bin.44.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS016002__bin.40.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS016037__bin.60.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS016225__bin.43.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS016746__bin.42.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS017209__bin.31.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS017439__bin.53.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS017808__bin.52.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS018145__bin.57.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS018300__bin.3.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS019071__bin.65.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS019122__bin.5.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS019327__bin.47.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS021496__bin.20.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS022077__bin.47.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS022530__bin.53.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS022621__bin.36.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS023617__bin.39.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS023926__bin.59.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS023958__bin.34.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS024081__bin.3.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS024277__bin.47.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS024441__bin.2.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS042131__bin.27.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS042643__bin.39.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS042984__bin.52.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS043663__bin.27.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS047824__bin.58.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS049268__bin.8.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS050244__bin.89.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS057205__bin.2.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS057539__bin.64.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS057692__bin.13.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS062761__bin.49.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS063193__bin.55.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS063288__bin.15.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS064329__bin.27.fa,804_1,0.06999999999999995,average,ANImf,804
HMP_2012__SRS077736__bin.49.fa,804_1,0.06999999999999995,average,ANImf,804
MGYG000298565.fna,804_1,0.06999999999999995,average,ANImf,804
MGYG000298596.fna,804_1,0.06999999999999995,average,ANImf,804
MGYG000298654.fna,804_1,0.06999999999999995,average,ANImf,804
SEQF2917.1.fna,804_1,0.06999999999999995,average,ANImf,804
GWHAPOB00000000.genome.fasta,805_1,0.06999999999999995,average,ANImf,805
GWHAPPU00000000.genome.fasta,805_1,0.06999999999999995,average,ANImf,805
GWHAPVP00000000.genome.fasta,805_1,0.06999999999999995,average,ANImf,805
GWHAQJA00000000.genome.fasta,805_1,0.06999999999999995,average,ANImf,805
GWHAQJD00000000.genome.fasta,805_1,0.06999999999999995,average,ANImf,805
GWHARLS00000000.genome.fasta,805_1,0.06999999999999995,average,ANImf,805
HMP_2012__SRS044662__bin.40.fa,805_1,0.06999999999999995,average,ANImf,805
MGYG000298267.fna,805_1,0.06999999999999995,average,ANImf,805
CMC011.B.bin.r.33.fa,806_1,0.06999999999999995,average,ANImf,806
CMC017.B.bin.r.91.fa,806_1,0.06999999999999995,average,ANImf,806
CMC022.B.bin.r.92.fa,806_1,0.06999999999999995,average,ANImf,806
CMC027.B.bin.r.92.fa,806_1,0.06999999999999995,average,ANImf,806
CMC038.B.bin.r.110.fa,806_1,0.06999999999999995,average,ANImf,806
CMC040.B.bin.r.74.fa,806_1,0.06999999999999995,average,ANImf,806
CMC045.B.bin.r.49.fa,806_1,0.06999999999999995,average,ANImf,806
HMP_2012__SRS019071__bin.46.fa,807_1,0.06999999999999995,average,ANImf,807
HMP_2012__SRS022077__bin.15.fa,807_1,0.06999999999999995,average,ANImf,807
MGYG000298197.fna,807_1,0.06999999999999995,average,ANImf,807
SEQF7380.1.fna,807_1,0.06999999999999995,average,ANImf,807
SEQF7381.1.fna,807_1,0.06999999999999995,average,ANImf,807
SEQF7382.1.fna,807_1,0.06999999999999995,average,ANImf,807
GWHAPMV00000000.genome.fasta,808_1,0.06999999999999995,average,ANImf,808
GWHAQCP00000000.genome.fasta,808_1,0.06999999999999995,average,ANImf,808
GWHAQML00000000.genome.fasta,808_1,0.06999999999999995,average,ANImf,808
CMC011.B.bin.r.6.fa,809_1,0.06999999999999995,average,ANImf,809
CMC027.B.bin.r.52.fa,809_1,0.06999999999999995,average,ANImf,809
CMC030.B.bin.r.52.fa,809_1,0.06999999999999995,average,ANImf,809
CMC001.B.bin.r.27.fa,810_1,0.06999999999999995,average,ANImf,810
CMC011.B.bin.r.3.fa,810_1,0.06999999999999995,average,ANImf,810
CMC012.B.bin.r.62.fa,810_1,0.06999999999999995,average,ANImf,810
CMC016.B.bin.r.35.fa,810_1,0.06999999999999995,average,ANImf,810
CMC017.B.bin.r.2.fa,810_1,0.06999999999999995,average,ANImf,810
CMC018.B.bin.r.13.fa,810_1,0.06999999999999995,average,ANImf,810
CMC022.B.bin.r.19.fa,810_1,0.06999999999999995,average,ANImf,810
CMC023.A.bin.r.56.fa,810_1,0.06999999999999995,average,ANImf,810
CMC024.B.bin.r.72.fa,810_1,0.06999999999999995,average,ANImf,810
CMC026.B.bin.r.7.fa,810_1,0.06999999999999995,average,ANImf,810
CMC027.B.bin.r.7.fa,810_1,0.06999999999999995,average,ANImf,810
CMC028.B.bin.r.47.fa,810_1,0.06999999999999995,average,ANImf,810
CMC030.B.bin.r.34.fa,810_1,0.06999999999999995,average,ANImf,810
CMC038.A.bin.r.85.fa,810_1,0.06999999999999995,average,ANImf,810
CMC038.B.bin.r.99.fa,810_1,0.06999999999999995,average,ANImf,810
CMC039.B.bin.r.67.fa,810_1,0.06999999999999995,average,ANImf,810
CMC042.B.bin.r.4.fa,810_1,0.06999999999999995,average,ANImf,810
HMP_2012__SRS013533__bin.4.fa,810_1,0.06999999999999995,average,ANImf,810
CMC004.B.bin.r.78.fa,811_1,0.06999999999999995,average,ANImf,811
CMC007.B.bin.r.54.fa,811_1,0.06999999999999995,average,ANImf,811
CMC016.B.bin.r.71.fa,811_1,0.06999999999999995,average,ANImf,811
CMC021.B.bin.r.57.fa,811_1,0.06999999999999995,average,ANImf,811
CMC025.B.bin.r.90.fa,811_1,0.06999999999999995,average,ANImf,811
CMC034.B.bin.r.27.fa,811_1,0.06999999999999995,average,ANImf,811
ERS3774422.bin.r.51.fa,812_0,0.06999999999999995,average,ANImf,812
ERS3774379.bin.r.19.fa,813_0,0.06999999999999995,average,ANImf,813
ERS6955113.bin.r.3.fa,814_0,0.06999999999999995,average,ANImf,814
HMP_2012__SRS019125__bin.20.fa,815_0,0.06999999999999995,average,ANImf,815
CMC024.B.bin.r.99.fa,816_1,0.06999999999999995,average,ANImf,816
CMC035.B.bin.r.76.fa,816_1,0.06999999999999995,average,ANImf,816
ERS3774464.bin.r.9.fa,816_1,0.06999999999999995,average,ANImf,816
ERSX0004081.bin.r.3.fa,816_1,0.06999999999999995,average,ANImf,816
HMP_2012__SRS024087__bin.3.fa,816_1,0.06999999999999995,average,ANImf,816
HMP_2012__SRS063932__bin.31.fa,816_1,0.06999999999999995,average,ANImf,816
SRS473746.bin.r.11.fa,816_1,0.06999999999999995,average,ANImf,816
ERS3774438.bin.r.14.fa,816_2,0.06999999999999995,average,ANImf,816
CMC011.B.bin.r.71.fa,817_1,0.06999999999999995,average,ANImf,817
CMC024.B.bin.r.106.fa,817_1,0.06999999999999995,average,ANImf,817
CMC028.B.bin.r.25.fa,817_1,0.06999999999999995,average,ANImf,817
CMC038.B.bin.r.90.fa,817_1,0.06999999999999995,average,ANImf,817
ERS1202878.bin.r.11.fa,817_1,0.06999999999999995,average,ANImf,817
GWHAQAZ00000000.genome.fasta,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS011115__bin.8.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS012279__bin.97.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS014573__bin.78.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS014888__bin.22.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS015434__bin.56.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS015797__bin.10.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS017007__bin.34.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS017209__bin.41.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS018300__bin.39.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS018439__bin.66.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS019071__bin.70.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS022077__bin.23.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS049389__bin.17.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS050669__bin.18.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS057205__bin.14.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS057355__bin.4.fa,817_1,0.06999999999999995,average,ANImf,817
HMP_2012__SRS057692__bin.50.fa,817_1,0.06999999999999995,average,ANImf,817
MGYG000298383.fna,817_1,0.06999999999999995,average,ANImf,817
CMC024.B.bin.r.110.fa,818_1,0.06999999999999995,average,ANImf,818
CMC028.B.bin.r.12.fa,818_1,0.06999999999999995,average,ANImf,818
CMC038.B.bin.r.29.fa,818_1,0.06999999999999995,average,ANImf,818
CMC003.B.bin.r.35.fa,819_1,0.06999999999999995,average,ANImf,819
CMC004.B.bin.r.54.fa,819_1,0.06999999999999995,average,ANImf,819
CMC009.B.bin.r.29.fa,819_1,0.06999999999999995,average,ANImf,819
CMC010.B.bin.r.32.fa,819_1,0.06999999999999995,average,ANImf,819
CMC012.B.bin.r.27.fa,819_1,0.06999999999999995,average,ANImf,819
CMC016.B.bin.r.78.fa,819_1,0.06999999999999995,average,ANImf,819
CMC017.B.bin.r.24.fa,819_1,0.06999999999999995,average,ANImf,819
CMC018.B.bin.r.120.fa,819_1,0.06999999999999995,average,ANImf,819
CMC022.B.bin.r.85.fa,819_1,0.06999999999999995,average,ANImf,819
CMC027.B.bin.r.75.fa,819_1,0.06999999999999995,average,ANImf,819
CMC028.B.bin.r.31.fa,819_1,0.06999999999999995,average,ANImf,819
CMC029.B.bin.r.14.fa,819_1,0.06999999999999995,average,ANImf,819
CMC030.B.bin.r.70.fa,819_1,0.06999999999999995,average,ANImf,819
CMC031.B.bin.r.16.fa,819_1,0.06999999999999995,average,ANImf,819
CMC033.B.bin.r.25.fa,819_1,0.06999999999999995,average,ANImf,819
CMC035.B.bin.r.3.fa,819_1,0.06999999999999995,average,ANImf,819
CMC036.B.bin.r.40.fa,819_1,0.06999999999999995,average,ANImf,819
CMC039.B.bin.r.1.fa,819_1,0.06999999999999995,average,ANImf,819
CMC040.B.bin.r.8.fa,819_1,0.06999999999999995,average,ANImf,819
CMC042.B.bin.r.61.fa,819_1,0.06999999999999995,average,ANImf,819
CMC045.B.bin.r.79.fa,819_1,0.06999999999999995,average,ANImf,819
CMC046.B.bin.r.44.fa,819_1,0.06999999999999995,average,ANImf,819
CM_periimplantitis__SP_261SPT_T016__bin.14.fa,819_1,0.06999999999999995,average,ANImf,819
CM_periimplantitis__SP_344SPT_T016__bin.18.fa,819_1,0.06999999999999995,average,ANImf,819
CM_periimplantitis__SP_381SPT_T016__bin.5.fa,819_1,0.06999999999999995,average,ANImf,819
ERS12516970.bin.r.32.fa,819_1,0.06999999999999995,average,ANImf,819
ERS6256721.bin.r.1.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS012285__bin.36.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS013170__bin.46.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS013252__bin.36.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS013723__bin.33.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS015215__bin.41.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS017227__bin.46.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS017511__bin.11.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS018665__bin.13.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS022602__bin.31.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS022725__bin.16.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS023595__bin.105.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS024087__bin.24.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS024381__bin.41.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS042984__bin.18.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS047113__bin.41.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS047634__bin.3.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS049318__bin.92.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS051244__bin.2.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS052876__bin.44.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS053917__bin.73.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS055378__bin.52.fa,819_1,0.06999999999999995,average,ANImf,819
HMP_2012__SRS063932__bin.71.fa,819_1,0.06999999999999995,average,ANImf,819
MGYG000299004.fna,819_1,0.06999999999999995,average,ANImf,819
MGYG000299256.fna,819_1,0.06999999999999995,average,ANImf,819
ERS2985767.bin.r.3.fa,819_2,0.06999999999999995,average,ANImf,819
ERS3774422.bin.r.38.fa,820_0,0.06999999999999995,average,ANImf,820
ERS6955114.bin.r.1.fa,821_0,0.06999999999999995,average,ANImf,821
HMP_2012__SRS024140__bin.6.fa,822_0,0.06999999999999995,average,ANImf,822
ERS12516970.bin.r.120.fa,823_0,0.06999999999999995,average,ANImf,823
GWHAQBX00000000.genome.fasta,824_0,0.06999999999999995,average,ANImf,824
GWHAQCC00000000.genome.fasta,825_0,0.06999999999999995,average,ANImf,825
CMC011.B.bin.r.104.fa,826_1,0.06999999999999995,average,ANImf,826
CMC017.B.bin.r.62.fa,826_1,0.06999999999999995,average,ANImf,826
CMC023.A.bin.r.96.fa,826_1,0.06999999999999995,average,ANImf,826
CMC024.B.bin.r.94.fa,826_1,0.06999999999999995,average,ANImf,826
CMC026.B.bin.r.70.fa,826_1,0.06999999999999995,average,ANImf,826
CMC028.B.bin.r.28.fa,826_1,0.06999999999999995,average,ANImf,826
CMC030.B.bin.r.83.fa,826_1,0.06999999999999995,average,ANImf,826
CMC023.A.bin.r.76.fa,827_1,0.06999999999999995,average,ANImf,827
CMC027.B.bin.r.36.fa,827_1,0.06999999999999995,average,ANImf,827
CMC035.B.bin.r.93.fa,827_1,0.06999999999999995,average,ANImf,827
CMC038.A.bin.r.100.fa,827_1,0.06999999999999995,average,ANImf,827
CMC038.B.bin.r.55.fa,827_1,0.06999999999999995,average,ANImf,827
ERS12516962.bin.r.29.fa,827_1,0.06999999999999995,average,ANImf,827
ERSX0002001.bin.r.12.fa,827_1,0.06999999999999995,average,ANImf,827
ERSX0003001.bin.r.31.fa,827_1,0.06999999999999995,average,ANImf,827
ERSX0003003.bin.r.56.fa,827_1,0.06999999999999995,average,ANImf,827
ERS3774391.bin.r.5.fa,828_0,0.06999999999999995,average,ANImf,828
ERSX0002001.bin.r.46.fa,829_0,0.06999999999999995,average,ANImf,829
ERS3774424.bin.r.16.fa,830_0,0.06999999999999995,average,ANImf,830
ERSX0004014.bin.r.5.fa,831_0,0.06999999999999995,average,ANImf,831
CMC007.B.bin.r.58.fa,832_1,0.06999999999999995,average,ANImf,832
CMC011.B.bin.r.80.fa,832_1,0.06999999999999995,average,ANImf,832
CMC017.B.bin.r.51.fa,832_1,0.06999999999999995,average,ANImf,832
CMC022.B.bin.r.106.fa,832_1,0.06999999999999995,average,ANImf,832
CMC023.A.bin.r.108.fa,832_1,0.06999999999999995,average,ANImf,832
CMC024.B.bin.r.10.fa,832_1,0.06999999999999995,average,ANImf,832
CMC026.B.bin.r.4.fa,832_1,0.06999999999999995,average,ANImf,832
CMC030.B.bin.r.41.fa,832_1,0.06999999999999995,average,ANImf,832
CMC035.B.bin.r.22.fa,832_1,0.06999999999999995,average,ANImf,832
CMC046.B.bin.r.9.fa,832_1,0.06999999999999995,average,ANImf,832
ERS3774441.bin.r.1.fa,832_1,0.06999999999999995,average,ANImf,832
ERS3774450.bin.r.2.fa,832_1,0.06999999999999995,average,ANImf,832
ERS3774464.bin.r.20.fa,832_1,0.06999999999999995,average,ANImf,832
ERS6256721.bin.r.3.fa,832_1,0.06999999999999995,average,ANImf,832
ERSX0002001.bin.r.45.fa,832_1,0.06999999999999995,average,ANImf,832
SEQF1672.1.fna,832_1,0.06999999999999995,average,ANImf,832
SRS473746.bin.r.16.fa,832_1,0.06999999999999995,average,ANImf,832
CMC006.B.bin.r.44.fa,833_1,0.06999999999999995,average,ANImf,833
CMC016.B.bin.r.72.fa,833_1,0.06999999999999995,average,ANImf,833
CMC017.B.bin.r.15.fa,833_1,0.06999999999999995,average,ANImf,833
CMC018.B.bin.r.146.fa,833_1,0.06999999999999995,average,ANImf,833
CMC020.B.bin.r.36.fa,833_1,0.06999999999999995,average,ANImf,833
CMC021.B.bin.r.9.fa,833_1,0.06999999999999995,average,ANImf,833
CMC022.B.bin.r.40.fa,833_1,0.06999999999999995,average,ANImf,833
CMC023.A.bin.r.86.fa,833_1,0.06999999999999995,average,ANImf,833
CMC024.B.bin.r.119.fa,833_1,0.06999999999999995,average,ANImf,833
CMC025.B.bin.r.11.fa,833_1,0.06999999999999995,average,ANImf,833
CMC027.B.bin.r.84.fa,833_1,0.06999999999999995,average,ANImf,833
CMC028.B.bin.r.32.fa,833_1,0.06999999999999995,average,ANImf,833
CMC030.B.bin.r.79.fa,833_1,0.06999999999999995,average,ANImf,833
CMC033.B.bin.r.28.fa,833_1,0.06999999999999995,average,ANImf,833
CMC035.B.bin.r.99.fa,833_1,0.06999999999999995,average,ANImf,833
CMC038.A.bin.r.75.fa,833_1,0.06999999999999995,average,ANImf,833
CMC038.B.bin.r.75.fa,833_1,0.06999999999999995,average,ANImf,833
ERS2985742.bin.r.7.fa,833_1,0.06999999999999995,average,ANImf,833
ERS2985769.bin.r.12.fa,833_1,0.06999999999999995,average,ANImf,833
ERS2985773.bin.r.11.fa,833_1,0.06999999999999995,average,ANImf,833
