Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_346_length_26172_cov_32.144121	NODE_346_length_26172_cov_32.144121@1	2927	4456	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['8.30e-07']	[0.324]	[0.532]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_760_length_16413_cov_33.996515	NODE_760_length_16413_cov_33.996515@1	8288	8971	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['2.90e-04']	[0.553]	[0.437]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_472_length_21853_cov_32.442839	NODE_472_length_21853_cov_32.442839@1	15566	16198	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['4.20e-03']	[0.592]	[0.415]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_644_length_18164_cov_33.395163	NODE_644_length_18164_cov_33.395163@1	13749	14450	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[14]	['6.40e-04']	[0.359]	[0.703]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_286_length_29511_cov_35.050754	NODE_286_length_29511_cov_35.050754@3	22484	24187	False	14%	0%	I-A	1	['Cas3_0_I']	[19]	['2.00e-08']	[0.361]	[0.573]	1		modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_61_length_66285_cov_32.114268	NODE_61_length_66285_cov_32.114268@1	23765	24643	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['2.30e-07']	[0.423]	[0.423]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_65_length_62227_cov_33.441195	NODE_65_length_62227_cov_33.441195@1	59871	60839	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[49]	['1.20e-09']	[0.529]	[0.956]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_641_length_18259_cov_34.307680	NODE_641_length_18259_cov_34.307680@1	2673	4232	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.10e-10']	[0.427]	[0.447]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_257_length_31300_cov_34.502448	NODE_257_length_31300_cov_34.502448@1	8953	9522	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[10]	['1.10e-14']	[0.4]	[0.602]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_659_length_17928_cov_33.963297	NODE_659_length_17928_cov_33.963297@1	11923	12654	False	0%		III-A	1	['AbiEii_0_CAS-III']	[15]	['4.30e-04']	[0.406]	[0.331]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_189_length_36108_cov_35.375697	NODE_189_length_36108_cov_35.375697@1	10707	12260	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['5.80e-05']	[0.349]	[0.426]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_222_length_33587_cov_35.151080	NODE_222_length_33587_cov_35.151080@1	24507	25307	False	0%		III-A	1	['AbiEii_0_CAS-III']	[21]	['2.20e-04']	[0.318]	[0.31]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_211_length_34302_cov_33.185797	NODE_211_length_34302_cov_33.185797@2	29442	31520	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['1.60e-05']	[0.312]	[0.437]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_613_length_18706_cov_33.792397	NODE_613_length_18706_cov_33.792397@1	11267	12037	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['9.30e-04']	[0.506]	[0.465]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_83_length_55643_cov_33.462042	NODE_83_length_55643_cov_33.462042@1	7635	8450	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['3.20e-08']	[0.404]	[0.366]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_75_length_58149_cov_33.837849	NODE_75_length_58149_cov_33.837849@1	52971	53654	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[49]	['4.90e-39']	[0.592]	[0.811]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_540_length_20120_cov_32.935958	NODE_540_length_20120_cov_32.935958@2	5742	6383	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['3.20e-07']	[0.472]	[0.338]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_153_length_40153_cov_34.612774	NODE_153_length_40153_cov_34.612774@1	209	1773	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[1, 2]	['1.70e-04', '5.70e-04']	[0.399, 0.415]	[0.363, 0.373]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_117_length_46593_cov_34.852658	NODE_117_length_46593_cov_34.852658@2	16657	17190	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[16]	['8.50e-32']	[0.86]	[0.994]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_650_length_18016_cov_33.021491	NODE_650_length_18016_cov_33.021491@1	15263	16957	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[15, 16]	['1.10e-05', '4.60e-03']	[0.354, 0.388]	[0.412, 0.313]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_211_length_34302_cov_33.185797	NODE_211_length_34302_cov_33.185797@1	18318	19472	False	0%		III-A	1	['AbiEii_0_CAS-III']	[16]	['7.60e-03']	[0.304]	[0.394]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_334_length_26745_cov_34.061109	NODE_334_length_26745_cov_34.061109@1	19392	20141	False	0%		III-A	1	['AbiEii_0_CAS-III']	[20]	['2.90e-05']	[0.38]	[0.32]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_167_length_38514_cov_33.715385	NODE_167_length_38514_cov_33.715385@1	26467	27246	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['1.20e-04']	[0.492]	[0.461]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_162_length_38917_cov_32.037389	NODE_162_length_38917_cov_32.037389@2	25304	25954	False	0%		III-A	1	['AbiEii_0_CAS-III']	[26]	['1.30e-03']	[0.484]	[0.356]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_286_length_29511_cov_35.050754	NODE_286_length_29511_cov_35.050754@1	3506	4285	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['6.20e-09']	[0.435]	[0.384]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_346_length_26172_cov_32.144121	NODE_346_length_26172_cov_32.144121@2	19539	20942	False	0%		III-A	1	['AbiEii_0_CAS-III']	[19]	['1.70e-10']	[0.41]	[0.356]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_540_length_20120_cov_32.935958	NODE_540_length_20120_cov_32.935958@1	1702	2583	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.30e-07']	[0.333]	[0.331]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_316_length_27464_cov_33.654785	NODE_316_length_27464_cov_33.654785@1	1093	2244	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3]	['6.70e-37']	[0.427]	[1.0]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_3271_length_6263_cov_38.576031	NODE_3271_length_6263_cov_38.576031@1	325	3267	False	20%		IV-A1	2	['Csf4_0_IVA']	[1]	['4.50e-41']	[0.673]	[0.913]	-1		modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_779_length_16175_cov_32.963896	NODE_779_length_16175_cov_32.963896@1	15526	16065	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[16]	['1.90e-20']	[0.711]	[0.805]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_183_length_36552_cov_33.641423	NODE_183_length_36552_cov_33.641423@1	26489	28339	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['4.00e-14']	[0.382]	[0.493]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_466_length_22070_cov_35.311560	NODE_466_length_22070_cov_35.311560@1	18987	20123	False	0%		III-A	1	['AbiEii_0_CAS-III']	[18]	['4.00e-08']	[0.383]	[0.437]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_112_length_47465_cov_33.812824	NODE_112_length_47465_cov_33.812824@1	15981	16382	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[22]	['2.50e-21']	[0.627]	[0.788]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_112_length_47465_cov_33.812824	NODE_112_length_47465_cov_33.812824@2	36813	37544	False	0%		III-A	1	['AbiEii_0_CAS-III']	[39]	['1.50e-10']	[0.496]	[0.401]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_117_length_46593_cov_34.852658	NODE_117_length_46593_cov_34.852658@1	10480	11988	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['1.90e-09']	[0.471]	[0.461]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_981_length_14076_cov_36.327509	NODE_981_length_14076_cov_36.327509@1	10956	11432	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[14]	['5.90e-05']	[0.497]	[0.313]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_215_length_33882_cov_34.481154	NODE_215_length_33882_cov_34.481154@1	9699	10397	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[11]	['8.10e-16']	[0.73]	[0.994]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_131_length_43651_cov_35.656849	NODE_131_length_43651_cov_35.656849@1	17366	18751	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['3.70e-08']	[0.333]	[0.415]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_286_length_29511_cov_35.050754	NODE_286_length_29511_cov_35.050754@2	12128	12841	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['4.90e-05']	[0.424]	[0.338]			modern_calculus	industrial	ERS3774485.bin.r.16	putative
NODE_20654_length_1687_cov_5.795956	NODE_20654_length_1687_cov_5.795956@1	1	681	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['9.70e-05']	[0.436]	[0.331]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_3085_length_6514_cov_6.151726	NODE_3085_length_6514_cov_6.151726@1	676	2448	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.30e-09']	[0.316]	[0.331]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_12071_length_2530_cov_4.431111	NODE_12071_length_2530_cov_4.431111@1	1515	2144	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3]	['4.40e-11']	[0.752]	[0.95]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_4191_length_5321_cov_5.455374	NODE_4191_length_5321_cov_5.455374@1	2	871	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['1.10e-04']	[0.431]	[0.437]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_7068_length_3723_cov_6.134406	NODE_7068_length_3723_cov_6.134406@1	2528	3334	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['3.40e-07']	[0.465]	[0.437]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_13498_length_2334_cov_5.014480	NODE_13498_length_2334_cov_5.014480@1	1576	2334	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['3.90e-04']	[0.542]	[0.451]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_2906_length_6784_cov_6.962699	NODE_2906_length_6784_cov_6.962699@1	323	1021	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['7.70e-05']	[0.494]	[0.412]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_5582_length_4388_cov_5.478421	NODE_5582_length_4388_cov_5.478421@1	3	1673	False	0%	33%	I-A	2	['Cas4_0_CAS-I-II-III-IV-V-VI']	[1]	['5.50e-10']	[0.334]	[0.939]		1	modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_11118_length_2686_cov_6.908400	NODE_11118_length_2686_cov_6.908400@1	1446	2048	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['9.40e-04']	[0.488]	[0.335]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_15029_length_2150_cov_4.630549	NODE_15029_length_2150_cov_4.630549@1	567	2150	False	20%		IV-A1	2	['Csf4_0_IVA']	[2]	['2.10e-26']	[0.83]	[0.647]	-1		modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_2007_length_8711_cov_5.903882	NODE_2007_length_8711_cov_5.903882@1	3317	4225	False	0%		IV-B	3	['CysH_0_IVB']	[5]	['1.30e-13']	[0.558]	[0.667]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_10270_length_2854_cov_6.012504	NODE_10270_length_2854_cov_6.012504@1	592	906	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['7.40e-19']	[0.79]	[0.729]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_10549_length_2792_cov_5.542930	NODE_10549_length_2792_cov_5.542930@1	435	1163	False	0%		III-B	1	['Unk_03_0_CAS-III-B']	[1]	['8.70e-03']	[0.663]	[0.629]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_4252_length_5257_cov_5.659938	NODE_4252_length_5257_cov_5.659938@1	4663	5256	False	0%	33%	I-A	2	['Cas4_0_CAS-I-II-III-IV-V-VI']	[5]	['1.40e-04']	[0.455]	[0.497]		-1	modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_4419_length_5122_cov_6.103414	NODE_4419_length_5122_cov_6.103414@1	338	4935	Ambiguous	['100%', '100%']	['67%', '100%']	['II-A', 'II-C']	6	['Cas2_5_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']	[1, 2, 3]	['1.30e-18', '2.90e-72', '1.20e-32']	[0.736, 0.896, 0.467]	[0.698, 0.996, 0.633]	-1	-1	modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_2666_length_7199_cov_6.133819	NODE_2666_length_7199_cov_6.133819@1	3217	4221	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['3.80e-05']	[0.433]	[0.521]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_4741_length_4895_cov_7.403512	NODE_4741_length_4895_cov_7.403512@1	2443	3261	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.10e-03']	[0.33]	[0.31]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_9752_length_2972_cov_6.808365	NODE_9752_length_2972_cov_6.808365@1	729	1088	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.30e-09']	[0.608]	[0.627]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_18787_length_1812_cov_5.793398	NODE_18787_length_1812_cov_5.793398@1	133	1584	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.90e-03']	[0.488]	[0.553]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_3541_length_5938_cov_5.499405	NODE_3541_length_5938_cov_5.499405@1	1841	5492	False	0%		III-B	1	['DEDDh_0_CAS-I-II-III-IV-V-VI', 'CasR_1_CAS-III-B']	[3, 5]	['1.60e-27', '6.30e-03']	[0.68, 0.312]	[0.981, 0.416]			modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_11875_length_2559_cov_5.480032	NODE_11875_length_2559_cov_5.480032@1	1262	2557	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['1.90e-06']	[0.56]	[0.688]	1		modern_calculus	industrial	ERS3774485.bin.r.17	putative
NODE_6896_length_3794_cov_5.419631	NODE_6896_length_3794_cov_5.419631@1	3152	3793	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.50e-05']	[0.416]	[0.303]			modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_15763_length_2075_cov_4.155446	NODE_15763_length_2075_cov_4.155446@1	880	1764	False	14%	0%	I-A	2	['Cas6_5_CAS-I-II-III-IV-V-VI']	[2]	['2.90e-03']	[0.488]	[0.58]	1		modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_4929_length_4768_cov_6.459368	NODE_4929_length_4768_cov_6.459368@1	2661	4085	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[4]	['9.90e-21']	[0.392]	[0.981]			modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_1434_length_10952_cov_6.630816	NODE_1434_length_10952_cov_6.630816@1	7893	8444	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[9]	['2.80e-13']	[0.745]	[0.75]			modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_6453_length_3970_cov_6.313155	NODE_6453_length_3970_cov_6.313155@1	456	1175	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.30e-07']	[0.554]	[0.451]			modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_6248_length_4061_cov_5.952571	NODE_6248_length_4061_cov_5.952571@1	295	1176	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['1.00e-23']	[0.718]	[0.609]			modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_3318_length_6195_cov_5.951140	NODE_3318_length_6195_cov_5.951140@1	5357	6031	False	0%		III-B	1	['NYN_0_CAS-III-B']	[8]	['3.40e-10']	[0.716]	[0.478]			modern_calculus	industrial	ERS3774485.bin.r.18	putative
NODE_1160_length_12573_cov_35.038984	NODE_1160_length_12573_cov_35.038984@1	10370	12259	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['2.70e-05']	[0.322]	[0.641]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_2097_length_8430_cov_40.615045	NODE_2097_length_8430_cov_40.615045@1	4639	5724	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3]	['2.00e-40']	[0.544]	[0.962]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_6598_length_3909_cov_28.568500	NODE_6598_length_3909_cov_28.568500@1	93	2207	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['1.20e-13']	[0.366]	[0.694]	-1		modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_1991_length_8759_cov_33.433134	NODE_1991_length_8759_cov_33.433134@1	4180	4950	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[7]	['1.40e-06']	[0.506]	[0.36]		-1	modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_8324_length_3321_cov_22.736681	NODE_8324_length_3321_cov_22.736681@1	1006	3051	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[2]	['3.30e-06']	[0.315]	[0.803]	-1		modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_3275_length_6253_cov_26.810584	NODE_3275_length_6253_cov_26.810584@1	263	1192	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['2.40e-06']	[0.381]	[0.387]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_9777_length_2966_cov_26.991068	NODE_9777_length_2966_cov_26.991068@1	43	819	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['2.90e-36']	[0.602]	[0.994]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_11838_length_2564_cov_36.244719	NODE_11838_length_2564_cov_36.244719@1	1574	2425	False	0%		IV-B	3	['CysH_0_IVB']	[4]	['4.00e-19']	[0.599]	[0.671]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_24459_length_1479_cov_34.209270	NODE_24459_length_1479_cov_34.209270@1	3	1427	False	20%		IV-D	4	['RecD_0_IVD']	[1]	['1.00e-37']	[0.665]	[0.4]	1		modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_36659_length_1075_cov_40.169608	NODE_36659_length_1075_cov_40.169608@1	1	249	False	17%		III-D	4	['Csm2gr11_2_CAS-III-D']	[1]	['6.70e-04']	[0.602]	[0.359]	-1		modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_6161_length_4097_cov_39.213261	NODE_6161_length_4097_cov_39.213261@1	2252	3508	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.30e-03']	[0.313]	[0.454]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_1241_length_12013_cov_35.264175	NODE_1241_length_12013_cov_35.264175@1	842	1735	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[2]	['4.00e-28']	[0.587]	[0.988]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_4577_length_5014_cov_34.951805	NODE_4577_length_5014_cov_34.951805@1	3005	4931	False	0%		III-A	1	['AbiEii_0_CAS-III', 'WYL_3_CAS-I-II-III-IV-V-VI']	[4, 5]	['9.80e-07', '9.70e-33']	[0.688, 0.579]	[0.799, 0.971]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_3026_length_6587_cov_43.222596	NODE_3026_length_6587_cov_43.222596@1	2312	3175	False	17%	0%	I-E	4	['Cse2gr11_1_CAS-I-E']	[4]	['2.70e-03']	[0.306]	[0.524]	1		modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_29101_length_1290_cov_23.004858	NODE_29101_length_1290_cov_23.004858@1	1	831	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['1.50e-42']	[0.556]	[0.988]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_14916_length_2162_cov_29.147129	NODE_14916_length_2162_cov_29.147129@1	865	2004	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2]	['3.30e-26']	[0.413]	[0.956]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_3354_length_6142_cov_28.080007	NODE_3354_length_6142_cov_28.080007@1	1463	2371	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[3]	['7.30e-27']	[0.597]	[0.988]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_13648_length_2314_cov_37.834883	NODE_13648_length_2314_cov_37.834883@1	406	1413	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2]	['1.90e-51']	[0.533]	[1.0]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_10856_length_2735_cov_26.902985	NODE_10856_length_2735_cov_26.902985@1	1340	2695	False	20%		III-A	4	['Csm2gr11_5_CAS-III-A']	[2]	['1.90e-03']	[0.327]	[0.767]	-1		modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_1133_length_12729_cov_33.480353	NODE_1133_length_12729_cov_33.480353@1	6326	7030	False	0%		IV-B	3	['CysH_0_IVB']	[8]	['6.90e-11']	[0.698]	[0.643]			modern_calculus	industrial	ERS3774485.bin.r.19	putative
NODE_1018_length_13747_cov_13.548349	NODE_1018_length_13747_cov_13.548349@1	2772	3557	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.70e-06']	[0.542]	[0.475]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_87_length_54349_cov_13.400376	NODE_87_length_54349_cov_13.400376@1	6916	11128	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[6, 9]	['1.20e-06', '8.90e-09']	[0.369, 0.3]	[0.342, 0.482]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_34_length_94292_cov_13.687978	NODE_34_length_94292_cov_13.687978@1	43629	44525	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[36]	['5.40e-61']	[0.98]	[0.971]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_92_length_52099_cov_13.631792	NODE_92_length_52099_cov_13.631792@2	20046	20837	False	0%	33%	I-A	1	['Cas4_0_I-II']	[12]	['5.50e-06']	[0.439]	[0.639]		-1	modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_151_length_40468_cov_13.603741	NODE_151_length_40468_cov_13.603741@2	39517	40278	False	0%		III-A	1	['AbiEii_0_CAS-III']	[35]	['3.30e-04']	[0.331]	[0.31]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_209_length_34434_cov_13.883185	NODE_209_length_34434_cov_13.883185@1	16956	17672	False	0%		III-A	1	['AbiEii_0_CAS-III']	[18]	['6.00e-05']	[0.481]	[0.345]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_225_length_33483_cov_13.273842	NODE_225_length_33483_cov_13.273842@1	3	707	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1]	['4.90e-03']	[0.379]	[0.455]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_805_length_15878_cov_14.516463	NODE_805_length_15878_cov_14.516463@1	14319	15428	False	0%		III-A	1	['AbiEii_0_CAS-III']	[14]	['7.10e-05']	[0.327]	[0.426]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_358_length_25754_cov_14.324371	NODE_358_length_25754_cov_14.324371@1	2775	3857	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.20e-03']	[0.363]	[0.412]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_92_length_52099_cov_13.631792	NODE_92_length_52099_cov_13.631792@1	8534	11317	False	20%		IV-A1	2	['Csf4_0_IVA']	[5]	['4.70e-56']	[0.689]	[0.901]	1		modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_64_length_63369_cov_13.613987	NODE_64_length_63369_cov_13.613987@1	58495	59211	False	0%		III-A	1	['AbiEii_0_CAS-III']	[45]	['8.90e-03']	[0.439]	[0.366]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_554_length_19894_cov_14.173295	NODE_554_length_19894_cov_14.173295@1	10131	10922	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['6.20e-06']	[0.371]	[0.331]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_939_length_14391_cov_13.748047	NODE_939_length_14391_cov_13.748047@1	5310	6347	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['2.10e-03']	[0.361]	[0.408]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_46_length_76284_cov_13.202521	NODE_46_length_76284_cov_13.202521@1	3256	4422	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.00e-06']	[0.416]	[0.553]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_151_length_40468_cov_13.603741	NODE_151_length_40468_cov_13.603741@1	12386	12832	False	0%		III-B	1	['CasR_0_CAS-III-B-III-D']	[12]	['1.80e-03']	[0.638]	[0.369]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
NODE_115_length_46743_cov_13.690777	NODE_115_length_46743_cov_13.690777@2	36531	37274	False	0%		III-A	1	['AbiEii_0_CAS-III']	[32]	['7.30e-09']	[0.492]	[0.408]			modern_calculus	industrial	ERS3774485.bin.r.2	putative
