Sample	Query	checkv_quality	vOTU	Rank	Kingdom	Phylum	Class	Order	Family	Genus	Species
ERS11702723	phage_comp_24_cycle_1	Medium-quality	vOTU_05413389	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702725	phage_comp_0_cycle_1	Low-quality	vOTU_01955291	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702725	phage_comp_14_cycle_1	Medium-quality	vOTU_02830999	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702725	phage_comp_14_cycle_2	Medium-quality	vOTU_02830999	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702727	phage_comp_33_cycle_1	Medium-quality	vOTU_00067450	r__Riboviria	k__Orthornavirae	p__	c__	o__	f__	g__	s__
ERS11702728	phage_comp_3_cycle_1	Complete	vOTU_08547114	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702729	phage_comp_6_cycle_1	Low-quality	vOTU_03342754	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702731	phage_comp_28_cycle_1	Medium-quality	vOTU_01748256	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702733	phage_comp_10_cycle_1	Not-determined	vOTU_06663945	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702733	phage_comp_10_cycle_2	Not-determined	vOTU_06663945	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702733	phage_comp_71_cycle_1	Complete	vOTU_02322885	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702734	phage_comp_36_cycle_1	Medium-quality	vOTU_01259662	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702736	phage_comp_20_cycle_1	Low-quality	vOTU_08495174	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702736	phage_comp_52_cycle_1	Complete	vOTU_00000695	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
ERS11702737	phage_comp_24_cycle_1	Low-quality	vOTU_08495174	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702737	phage_comp_53_cycle_1	Complete	vOTU_00000695	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__	s__
ERS11702738	phage_comp_42_cycle_1	Low-quality	vOTU_02822988	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702746	phage_comp_9_cycle_1	High-quality	vOTU_03883045	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702750	phage_comp_0_cycle_1	Not-determined	vOTU_01381948	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702751	phage_comp_1_cycle_1	Not-determined	vOTU_03398672	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702752	phage_comp_11_cycle_1	Complete	vOTU_02822918	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702764	phage_comp_3_cycle_1	Low-quality	vOTU_07025788	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702764	phage_comp_4_cycle_1	Medium-quality	vOTU_04655330	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702766	phage_comp_5_cycle_1	Not-determined	vOTU_01750139	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702770	phage_comp_63_cycle_1	Medium-quality	vOTU_02623486	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702772	phage_comp_26_cycle_1	Low-quality	vOTU_04804727	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702778	phage_comp_13_cycle_1	Not-determined	vOTU_02232667	r__Varidnaviria	k__Bamfordvirae	p__Nucleocytoviricota	c__Megaviricetes	o__Imitervirales	f__Mimiviridae	g__	s__
ERS11702778	phage_comp_1_cycle_1	Not-determined	vOTU_08562850	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702779	phage_comp_13_cycle_1	Complete	vOTU_03913337	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702781	phage_comp_0_cycle_1	Medium-quality	vOTU_06871653	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702781	phage_comp_34_cycle_1	High-quality	vOTU_02936707	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702787	phage_comp_68_cycle_1	Medium-quality	vOTU_05352741	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702787	phage_comp_71_cycle_1	Medium-quality	vOTU_01915680	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702790	phage_comp_13_cycle_1	Medium-quality	vOTU_02822985	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702792	phage_comp_15_cycle_1	Low-quality	vOTU_02822987	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702799	phage_comp_18_cycle_1	Medium-quality	vOTU_07961507	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702805	phage_comp_42_cycle_1	Low-quality	vOTU_03876165	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702806	phage_comp_18_cycle_1	Low-quality	vOTU_03342754	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702814	phage_comp_1_cycle_1	Complete	vOTU_07933476	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS11702814	phage_comp_9_cycle_1	Medium-quality	vOTU_01397363	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985742	phage_comp_72_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985743	phage_comp_125_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985743	phage_comp_74_cycle_1	Low-quality	vOTU_00249610	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985745	phage_comp_6_cycle_1	Medium-quality	vOTU_01789331	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985746	phage_comp_33_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985747	phage_comp_23_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985748	phage_comp_46_cycle_1	High-quality	vOTU_04655330	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985749	phage_comp_137_cycle_1	Low-quality	vOTU_01405823	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985750	phage_comp_168_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985750	phage_comp_44_cycle_1	Medium-quality	vOTU_01804359	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985750	phage_comp_68_cycle_1	Medium-quality	vOTU_04848292	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985751	phage_comp_46_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985753	phage_comp_17_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985754	phage_comp_76_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985755	phage_comp_105_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985755	phage_comp_11_cycle_1	Low-quality	vOTU_02838219	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985755	phage_comp_82_cycle_1	High-quality	vOTU_08529154	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985757	phage_comp_123_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985757	phage_comp_13_cycle_1	High-quality	vOTU_01960602	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985760	phage_comp_26_cycle_1	Low-quality	vOTU_08588013	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985760	phage_comp_72_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985761	phage_comp_111_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985761	phage_comp_26_cycle_1	High-quality	vOTU_00223971	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985762	phage_comp_25_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985764	phage_comp_13_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985766	phage_comp_29_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985767	phage_comp_126_cycle_1	Low-quality	vOTU_07954771	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985767	phage_comp_161_cycle_1	Medium-quality	vOTU_02838581	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985768	phage_comp_2_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985769	phage_comp_89_cycle_1	Medium-quality	vOTU_07025564	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985770	phage_comp_141_cycle_1	Medium-quality	vOTU_02623549	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985770	phage_comp_147_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985770	phage_comp_148_cycle_1	Complete	vOTU_02823359	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985770	phage_comp_62_cycle_1	Medium-quality	vOTU_01954056	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985774	phage_comp_38_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985776	phage_comp_44_cycle_1	Low-quality	vOTU_05106586	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985776	phage_comp_93_cycle_1	High-quality	vOTU_03883712	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985777	phage_comp_47_cycle_1	Medium-quality	vOTU_03883045	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985778	phage_comp_12_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985780	phage_comp_10_cycle_1	High-quality	vOTU_02936707	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985780	phage_comp_26_cycle_1	Low-quality	vOTU_00678881	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985780	phage_comp_27_cycle_1	Complete	vOTU_08665923	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Alphatrevirus	s__
ERS2985780	phage_comp_7_cycle_1	Medium-quality	vOTU_02822986	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985780	phage_comp_8_cycle_1	Low-quality	vOTU_03925267	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985782	phage_comp_2_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS2985784	phage_comp_57_cycle_1	Low-quality	vOTU_08588013	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985784	phage_comp_70_cycle_1	Low-quality	vOTU_03342754	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS2985785	phage_comp_28_cycle_1	Complete	vOTU_00217951	r__Monodnaviria	k__Sangervirae	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__	s__
ERS3395764	phage_comp_199_cycle_1	Medium-quality	vOTU_01410227	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395765	phage_comp_151_cycle_1	Low-quality	vOTU_00262722	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395765	phage_comp_155_cycle_1	Medium-quality	vOTU_01410227	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395765	phage_comp_83_cycle_1	Not-determined	vOTU_01655784	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395765	phage_comp_83_cycle_2	Not-determined	vOTU_00224024	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395766	phage_comp_290_cycle_1	High-quality	vOTU_00687870	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395766	phage_comp_331_cycle_1	Low-quality	vOTU_02838276	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395766	phage_comp_65_cycle_1	Complete	vOTU_05055488	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395766	phage_comp_65_cycle_2	Complete	vOTU_02823436	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395766	phage_comp_65_cycle_3	Complete	vOTU_00688039	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395767	phage_comp_116_cycle_1	Medium-quality	vOTU_05660928	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395767	phage_comp_175_cycle_1	Low-quality	vOTU_00976367	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395767	phage_comp_216_cycle_1	Low-quality	vOTU_02623901	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395767	phage_comp_280_cycle_1	Medium-quality	vOTU_02623482	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395767	phage_comp_339_cycle_1	Medium-quality	vOTU_01403391	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395768	phage_comp_112_cycle_1	Low-quality	vOTU_06520706	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395768	phage_comp_132_cycle_1	High-quality	vOTU_08085555	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395768	phage_comp_132_cycle_2	High-quality	vOTU_08085555	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395768	phage_comp_150_cycle_1	Low-quality	vOTU_00687606	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395768	phage_comp_74_cycle_1	Complete	vOTU_04366793	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395769	phage_comp_218_cycle_1	Complete	vOTU_00687887	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395769	phage_comp_95_cycle_1	Low-quality	vOTU_02372006	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395770	phage_comp_169_cycle_1	Medium-quality	vOTU_00224027	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395771	phage_comp_24_cycle_1	Low-quality	vOTU_00265511	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395772	phage_comp_139_cycle_1	Medium-quality	vOTU_02821715	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395772	phage_comp_146_cycle_1	High-quality	vOTU_01175430	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395772	phage_comp_280_cycle_1	Low-quality	vOTU_08540552	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395772	phage_comp_56_cycle_1	Low-quality	vOTU_02905175	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395773	phage_comp_174_cycle_1	Medium-quality	vOTU_02323699	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3395773	phage_comp_204_cycle_1	Complete	vOTU_04142503	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3636092	phage_comp_108_cycle_1	Medium-quality	vOTU_00692866	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3636092	phage_comp_80_cycle_1	Low-quality	vOTU_03876165	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_115_cycle_1	Not-determined	vOTU_08610084	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_154_cycle_1	Low-quality	vOTU_08524978	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_161_cycle_1	Not-determined	vOTU_00250713	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_27_cycle_1	Medium-quality	vOTU_00884497	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_283_cycle_1	Medium-quality	vOTU_03707083	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_298_cycle_1	High-quality	vOTU_08571509	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_303_cycle_1	Low-quality	vOTU_06896862	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_329_cycle_1	Complete	vOTU_01625690	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_342_cycle_1	Low-quality	vOTU_01858573	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774378	phage_comp_367_cycle_1	Medium-quality	vOTU_01802455	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_103_cycle_1	Not-determined	vOTU_00253950	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_109_cycle_1	Low-quality	vOTU_05626233	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_155_cycle_1	Low-quality	vOTU_01406261	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_190_cycle_1	Medium-quality	vOTU_00223976	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_211_cycle_1	Low-quality	vOTU_00263183	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_359_cycle_1	Medium-quality	vOTU_02831159	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_387_cycle_1	Low-quality	vOTU_08493439	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_407_cycle_1	Medium-quality	vOTU_06897443	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_434_cycle_1	Low-quality	vOTU_00236651	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_45_cycle_1	Low-quality	vOTU_00614302	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_65_cycle_1	Not-determined	vOTU_08499529	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774379	phage_comp_97_cycle_1	High-quality	vOTU_01403457	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_106_cycle_1	Low-quality	vOTU_08549327	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_109_cycle_1	Not-determined	vOTU_02260128	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_127_cycle_1	High-quality	vOTU_07946299	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_137_cycle_1	Complete	vOTU_07966435	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_148_cycle_1	Not-determined	vOTU_07976323	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_148_cycle_2	Not-determined	vOTU_07976323	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_157_cycle_1	Medium-quality	vOTU_00223976	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_209_cycle_1	High-quality	vOTU_01802455	r__Duplodnaviria	k__Heunggongvirae	p__Uroviricota	c__Caudoviricetes	o__	f__	g__	s__
ERS3774380	phage_comp_210_cycle_1	High-quality	vOTU_00904205	r__Monodnaviria	k__Loebvirae	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__	g__	s__
ERS3774380	phage_comp_22_cycle_1	Low-quality	vOTU_00035300	r__Varidnaviria	k__Bamfordvirae	p__Nucleocytoviricota	c__Megaviricetes	o__Imitervirales	f__	g__	s__
