Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_2355_length_6149_cov_3.01854	NODE_2355_length_6149_cov_3.01854@1	29	769	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['6.00e-05']	[0.36]	[0.303]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_4905_length_3552_cov_2.7984	NODE_4905_length_3552_cov_2.7984@1	1868	2875	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[4]	['1.60e-19']	[0.455]	[0.919]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_3569_length_4542_cov_3.65901	NODE_3569_length_4542_cov_3.65901@1	964	2394	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.50e-06']	[0.566]	[0.563]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2748_length_5535_cov_3.62153	NODE_2748_length_5535_cov_3.62153@1	4214	4957	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['6.00e-05']	[0.431]	[0.387]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2657_length_5671_cov_5.13835	NODE_2657_length_5671_cov_5.13835@1	3158	3364	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[6]	['3.90e-03']	[0.87]	[0.366]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2440_length_6023_cov_3.39276	NODE_2440_length_6023_cov_3.39276@1	3067	4179	False	0%		IV-B	3	['CysH_0_IVB']	[4]	['7.50e-04']	[0.329]	[0.418]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_5869_length_3086_cov_4.71231	NODE_5869_length_3086_cov_4.71231@1	2	1318	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['2.10e-08']	[0.554]	[0.552]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_5244_length_3379_cov_2.72533	NODE_5244_length_3379_cov_2.72533@1	1710	2657	False	0%	33%	I-A	1	['Cas4_0_I-II']	[3]	['3.50e-03']	[0.323]	[0.506]		-1	hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_4584_length_3751_cov_2.898	NODE_4584_length_3751_cov_2.898@1	1052	1774	False	0%		III-B	1	['CorA_1_CAS-III-B']	[2]	['1.40e-04']	[0.689]	[0.616]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2840_length_5397_cov_3.67559	NODE_2840_length_5397_cov_3.67559@1	4058	4489	False	14%	0%	I-A	4	['Csa5gr11_6_CAS-I-A']	[5]	['1.30e-03']	[0.59]	[0.724]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_11653_length_1721_cov_3.51801	NODE_11653_length_1721_cov_3.51801@1	3	593	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['6.80e-09']	[0.543]	[0.3]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_5634_length_3184_cov_3.68936	NODE_5634_length_3184_cov_3.68936@1	206	979	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.40e-05']	[0.578]	[0.535]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_9759_length_2016_cov_3.19735	NODE_9759_length_2016_cov_3.19735@1	1513	2016	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[4]	['5.00e-25']	[0.958]	[0.919]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2586_length_5778_cov_4.30142	NODE_2586_length_5778_cov_4.30142@1	2870	4786	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.80e-04']	[0.338]	[0.743]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_3513_length_4593_cov_3.48325	NODE_3513_length_4593_cov_3.48325@1	3446	4396	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.00e-03']	[0.338]	[0.317]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_5618_length_3191_cov_3.21205	NODE_5618_length_3191_cov_3.21205@1	2192	3190	False	0%		III-B	1	['CasR_0_CAS-III-B-III-D']	[3]	['9.20e-04']	[0.345]	[0.478]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_1775_length_7398_cov_4.97644	NODE_1775_length_7398_cov_4.97644@1	3514	4407	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.70e-04']	[0.352]	[0.38]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_9957_length_1980_cov_4.90753	NODE_9957_length_1980_cov_4.90753@1	556	1980	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.40e-06']	[0.495]	[0.493]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_7224_length_2607_cov_3.61716	NODE_7224_length_2607_cov_3.61716@1	642	2345	False	0%		III-A	1	['Csx1_7_CAS-III']	[1]	['1.20e-51']	[0.877]	[0.99]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_7872_length_2427_cov_2.29764	NODE_7872_length_2427_cov_2.29764@1	3	2342	False	20%		IV-D	4	['RecD_0_IVD']	[1]	['5.50e-44']	[0.574]	[0.569]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6277_length_2930_cov_2.94365	NODE_6277_length_2930_cov_2.94365@1	213	2902	False	0%		III-A	3	['Csx16_3_CAS-I-III', 'Can2_Card1_17_CAS-III', 'Csx1_8_CAS-III']	[2, 3, 4]	['7.00e-35', '2.30e-86', '2.20e-76']	[0.928, 0.982, 0.561]	[0.989, 0.992, 0.995]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6647_length_2800_cov_8.51257	NODE_6647_length_2800_cov_8.51257@1	1	393	False	0%		III-D	1	['Mem_04_0_CAS-III-D']	[1]	['9.00e-03']	[0.641]	[0.344]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6762_length_2755_cov_3.24815	NODE_6762_length_2755_cov_3.24815@1	536	1939	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.00e-09']	[0.459]	[0.415]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_4606_length_3740_cov_27.7346	NODE_4606_length_3740_cov_27.7346@1	1714	2457	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.10e-04']	[0.452]	[0.38]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_9082_length_2145_cov_2.68565	NODE_9082_length_2145_cov_2.68565@1	210	1358	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[1]	['1.10e-11']	[0.324]	[0.387]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_10026_length_1969_cov_2.63271	NODE_10026_length_1969_cov_2.63271@1	269	1120	False	0%	0%	I-A	0	['PD_DExK_2_CAS-I-II-III-IV-V-VI']	[1]	['1.10e-33']	[0.458]	[0.984]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_8973_length_2165_cov_3.98768	NODE_8973_length_2165_cov_3.98768@1	1267	2163	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.20e-05']	[0.355]	[0.38]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2030_length_6789_cov_5.40273	NODE_2030_length_6789_cov_5.40273@1	981	1694	False	17%		III-C	4	['Cmr5_1_IIIC']	[2]	['4.50e-04']	[0.609]	[0.607]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2879_length_5340_cov_4.11202	NODE_2879_length_5340_cov_4.11202@1	2973	3992	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.60e-04']	[0.306]	[0.352]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_3771_length_4380_cov_3.55607	NODE_3771_length_4380_cov_3.55607@1	1	645	Ambiguous	['100%', '100%']	['0%', '0%']	['II-A', 'II-C']	2	['Cas9_0_II']	[1]	['9.70e-47']	[0.767]	[0.178]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_8741_length_2213_cov_7.0278	NODE_8741_length_2213_cov_7.0278@1	1406	2212	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['7.20e-07']	[0.439]	[0.391]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_11409_length_1754_cov_2.13949	NODE_11409_length_1754_cov_2.13949@1	953	1657	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.50e-08']	[0.494]	[0.384]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6907_length_2707_cov_18.523	NODE_6907_length_2707_cov_18.523@1	634	1737	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.40e-06']	[0.416]	[0.542]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6539_length_2839_cov_4.15409	NODE_6539_length_2839_cov_4.15409@1	888	1211	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['2.90e-04']	[0.62]	[0.534]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_5879_length_3078_cov_2.32484	NODE_5879_length_3078_cov_2.32484@1	155	1918	False	20%		IV-D	4	['RecD_0_IVD']	[1]	['3.80e-12']	[0.629]	[0.408]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_11702_length_1713_cov_5.11218	NODE_11702_length_1713_cov_5.11218@1	850	1521	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['6.10e-08']	[0.402]	[0.313]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_7640_length_2485_cov_3.19712	NODE_7640_length_2485_cov_3.19712@1	3	512	False	20%		IV-C	3	['Cas11_1_IVC']	[1]	['2.60e-03']	[0.318]	[0.458]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_11691_length_1715_cov_3.58855	NODE_11691_length_1715_cov_3.58855@1	3	686	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1]	['1.10e-06']	[0.311]	[0.343]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_1203_length_9346_cov_6.05511	NODE_1203_length_9346_cov_6.05511@1	7535	9345	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[7, 8]	['4.90e-03', '3.00e-03']	[0.324, 0.435]	[0.352, 0.405]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_629_length_14137_cov_6.02471	NODE_629_length_14137_cov_6.02471@1	12123	12389	False	17%		III-D	4	['Csm2gr11_4_CAS-III-D']	[28]	['5.20e-03']	[0.809]	[0.546]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6069_length_3012_cov_2.59892	NODE_6069_length_3012_cov_2.59892@1	652	1086	False	20%	0%	I-B	4	['Cas5_5_CAS-I-B']	[2]	['6.00e-03']	[0.559]	[0.359]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6790_length_2748_cov_3.64909	NODE_6790_length_2748_cov_3.64909@1	1689	2408	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['3.40e-08']	[0.762]	[0.655]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_8143_length_2355_cov_3.92696	NODE_8143_length_2355_cov_3.92696@1	1132	2058	False	0%	0%	I-A	0	['RT_0_CAS-I-II-III-IV-V-VI']	[2]	['1.70e-21']	[0.683]	[0.981]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_8299_length_2318_cov_2.82236	NODE_8299_length_2318_cov_2.82236@1	832	2232	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.10e-13']	[0.567]	[0.609]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_7506_length_2522_cov_3.08107	NODE_7506_length_2522_cov_3.08107@1	254	1651	False	0%		III-A	1	['AbiEii_1_CAS-III-A']	[2]	['1.50e-09']	[0.564]	[0.743]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_13253_length_1530_cov_8.43186	NODE_13253_length_1530_cov_8.43186@1	2	220	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1]	['6.50e-05']	[0.877]	[0.602]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_2876_length_5341_cov_4.38838	NODE_2876_length_5341_cov_4.38838@1	799	1584	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['5.00e-04']	[0.569]	[0.525]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_7232_length_2606_cov_2.59232	NODE_7232_length_2606_cov_2.59232@1	969	1751	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[2]	['7.90e-07']	[0.693]	[0.487]		1	hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_669_length_13534_cov_5.31508	NODE_669_length_13534_cov_5.31508@1	151	420	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1]	['1.60e-17']	[0.833]	[0.712]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6888_length_2714_cov_3.93231	NODE_6888_length_2714_cov_3.93231@1	3	749	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['5.70e-07']	[0.49]	[0.412]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_7651_length_2482_cov_4.25793	NODE_7651_length_2482_cov_4.25793@1	95	1633	False	14%	0%	I-A	1	['Cas3_0_I']	[1]	['8.20e-16']	[0.526]	[0.765]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_4562_length_3765_cov_5.05094	NODE_4562_length_3765_cov_5.05094@1	3014	3763	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.10e-06']	[0.404]	[0.342]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_8716_length_2219_cov_3.20518	NODE_8716_length_2219_cov_3.20518@1	1300	1746	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['4.60e-03']	[0.517]	[0.636]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_1958_length_6977_cov_5.4113	NODE_1958_length_6977_cov_5.4113@1	1362	2312	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[2]	['1.00e-30']	[0.994]	[0.987]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_1491_length_8215_cov_5.92304	NODE_1491_length_8215_cov_5.92304@1	649	7993	False	0%	67%	I-A	4	['Csx1_7_CAS-III', 'Cas2_11_CAS-I-II-III-IV-V-VI', 'Cas1_0_I-II-III', 'Cas1_0_CAS-I-II-III-IV-V-VI']	[1, 2, 3, 7]	['2.30e-42', '2.20e-18', '2.70e-62', '8.90e-75']	[0.698, 0.747, 0.903, 0.95]	[0.984, 0.986, 0.979, 0.994]		0	hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_3399_length_4715_cov_2.86931	NODE_3399_length_4715_cov_2.86931@1	3921	4715	False	14%	0%	I-A	2	['Cas6f_2_CAS-I-II-III-IV-V-VI']	[4]	['3.40e-03']	[0.377]	[0.514]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_10675_length_1861_cov_4.03488	NODE_10675_length_1861_cov_4.03488@1	1	609	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['7.10e-04']	[0.581]	[0.408]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6363_length_2898_cov_3.40802	NODE_6363_length_2898_cov_3.40802@1	2127	2576	False	20%		III-A	4	['Csm2gr11_5_CAS-III-A']	[5]	['1.80e-03']	[0.5]	[0.642]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_8739_length_2214_cov_3.8013	NODE_8739_length_2214_cov_3.8013@1	1198	1797	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['9.80e-06']	[0.78]	[0.514]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6233_length_2952_cov_2.62237	NODE_6233_length_2952_cov_2.62237@1	2273	2929	False	0%	33%	I-A	2	['Cas4_5_CAS-I-II-III-IV-V-VI']	[2]	['3.90e-06']	[0.936]	[0.975]		1	hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_6302_length_2920_cov_2.82129	NODE_6302_length_2920_cov_2.82129@1	2	1504	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['9.30e-10']	[0.587]	[0.588]			hard_palate	industrial	HMP_2012__SRS062878__bin.4	putative
NODE_9442_length_2076_cov_3.40426	NODE_9442_length_2076_cov_3.40426@1	864	1946	False	17%		III-D	3	['Csx19_8_CAS-III-D']	[2]	['3.90e-04']	[0.374]	[0.608]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_11150_length_1790_cov_3.06744	NODE_11150_length_1790_cov_3.06744@1	2	601	False	0%		III-B	1	['htpX_0_CAS-III-B']	[1]	['2.80e-12']	[0.595]	[0.353]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_7380_length_2559_cov_2.60383	NODE_7380_length_2559_cov_2.60383@1	714	1490	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.90e-05']	[0.533]	[0.482]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_8929_length_2174_cov_3.11326	NODE_8929_length_2174_cov_3.11326@1	909	1730	False	20%		IV-C	3	['Cas11_2_IVC']	[2]	['3.20e-03']	[0.314]	[0.558]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_5705_length_3154_cov_3.62827	NODE_5705_length_3154_cov_3.62827@1	1090	1911	False	17%		III-D	3	['Csx19_8_CAS-III-D']	[2]	['1.20e-03']	[0.328]	[0.48]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_9161_length_2129_cov_3.19576	NODE_9161_length_2129_cov_3.19576@1	1855	2127	False	0%	0%	I-B	4	['Cas11b_1_CAS-I-B']	[5]	['4.60e-04']	[0.846]	[0.451]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_11909_length_1685_cov_2.40552	NODE_11909_length_1685_cov_2.40552@1	164	1683	False	14%	0%	I-A	2	['Cas6_10_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[1, 2]	['1.60e-51', '2.10e-55']	[0.923, 0.967]	[0.91, 0.711]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_3307_length_4821_cov_4.15149	NODE_3307_length_4821_cov_4.15149@1	353	997	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.50e-03']	[0.442]	[0.338]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_8934_length_2172_cov_4.10487	NODE_8934_length_2172_cov_4.10487@1	1792	2172	False	17%		III-D	3	['Csx19_11_CAS-III-D']	[4]	['4.50e-03']	[0.354]	[0.324]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_6349_length_2903_cov_3.58076	NODE_6349_length_2903_cov_3.58076@1	3	614	False	20%	0%	I-B	4	['Cas8b7_0_CAS-I-B']	[1]	['7.70e-03']	[0.554]	[0.335]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_8604_length_2246_cov_2.85942	NODE_8604_length_2246_cov_2.85942@1	669	1406	False	0%		IV-B	3	['CysH_0_IVB']	[2]	['4.20e-03']	[0.346]	[0.337]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_12605_length_1599_cov_2.60168	NODE_12605_length_1599_cov_2.60168@1	2	1598	False	40%		III-A	4	['Csm5gr7_3_CAS-III-A-III-D', 'Csm4gr5_0_CAS-III-A-III-D']	[1, 2]	['4.90e-31', '6.30e-55']	[0.899, 0.942]	[0.744, 0.587]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_2038_length_6776_cov_4.96161	NODE_2038_length_6776_cov_4.96161@1	6107	6775	False	20%		III-A	4	['Csm2_0_IIIA']	[6]	['1.10e-04']	[0.354]	[0.604]	-1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_8040_length_2383_cov_4.26761	NODE_8040_length_2383_cov_4.26761@1	1403	2125	False	0%		III-B	1	['TPR_0_CAS-III-B']	[2]	['1.40e-08']	[0.805]	[0.377]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_3075_length_5085_cov_4.24414	NODE_3075_length_5085_cov_4.24414@1	3275	3928	False	0%	33%	II-A	3	['Csn2_8_CAS-II-A']	[6]	['1.10e-03']	[0.463]	[0.307]		1	hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_7661_length_2480_cov_3.82103	NODE_7661_length_2480_cov_3.82103@1	3	1172	False	14%	0%	I-A	1	['Cas3_1_I']	[1]	['8.90e-04']	[0.318]	[0.517]	1		hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_4432_length_3852_cov_3.70055	NODE_4432_length_3852_cov_3.70055@1	2	1702	False	0%	33%	I-A	1	['Cas4_0_I-II']	[1]	['4.20e-11']	[0.353]	[0.978]		1	hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_11875_length_1688_cov_3.57012	NODE_11875_length_1688_cov_3.57012@1	522	1304	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.00e-06']	[0.345]	[0.306]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_4514_length_3802_cov_2.4198	NODE_4514_length_3802_cov_2.4198@1	1233	2189	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['7.20e-05']	[0.348]	[0.366]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_5420_length_3283_cov_2.89405	NODE_5420_length_3283_cov_2.89405@1	1536	2264	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['8.80e-08']	[0.556]	[0.447]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
NODE_7702_length_2472_cov_3.37236	NODE_7702_length_2472_cov_3.37236@1	1167	1904	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['3.50e-09']	[0.634]	[0.539]			hard_palate	industrial	HMP_2012__SRS062878__bin.5	putative
