project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_project	archive_sample_accession	library_name	strand_type	library_treatment	instrument_model	library_layout	library_strategy	read_count	archive_data_accession	download_links	download_md5s
Brealey2021	2021	10.1016/j.cub.2021.08.010	Hede	62.418	13.511	Sweden	Ua036	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955111	Ua036	double	none	Illumina NovaSeq 6000	PAIRED	WGS	38809938	ERR6093920	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093920/ERR6093920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093920/ERR6093920_2.fastq.gz	8eebfd079759cc205a6636370a065ce3;1da0431e02e68f0ac8a2cc38bfcbfdc7
Brealey2021	2021	10.1016/j.cub.2021.08.010	Hede	62.418	13.511	Sweden	Ua036	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955111	Ua036	double	none	Illumina NovaSeq 6000	PAIRED	WGS	38597828	ERR6093921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093921/ERR6093921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093921/ERR6093921_2.fastq.gz	48e63a080fbaf6f4c0f2a2c97f0508fa;af092b5233e5ad07d1e1e13e7cf6a532
Brealey2021	2021	10.1016/j.cub.2021.08.010	Stortjärnhållan			Sweden	Ua037	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955168	Ua037	double	none	Illumina NovaSeq 6000	PAIRED	WGS	17159848	ERR6093922	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093922/ERR6093922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093922/ERR6093922_2.fastq.gz	f8bcdce118037b1661f34040951f8db9;bc2b28689a03ef8e7ada57a2434b2986
Brealey2021	2021	10.1016/j.cub.2021.08.010	Stortjärnhållan			Sweden	Ua037	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955168	Ua037	double	none	Illumina NovaSeq 6000	PAIRED	WGS	17584754	ERR6093923	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6093923/ERR6093923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6093923/ERR6093923_2.fastq.gz	b08f6e806958c4039bf28d86cfcc0288;25438a1c5fd7817a8c0401aec09ff510
Brealey2021	2021	10.1016/j.cub.2021.08.010	Stortjärnhållan			Sweden	Ua037	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955168	Ua037	double	none	Illumina NovaSeq 6000	PAIRED	WGS	15969280	ERR6093924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/004/ERR6093924/ERR6093924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/004/ERR6093924/ERR6093924_2.fastq.gz	8cc05f33d06539a842978c84633488e2;cfc03056acd2f31160bc1ce5b61e6c39
Brealey2021	2021	10.1016/j.cub.2021.08.010	Stortjärnhållan			Sweden	Ua037	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955168	Ua037	double	none	Illumina NovaSeq 6000	PAIRED	WGS	15931860	ERR6093926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093926/ERR6093926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093926/ERR6093926_2.fastq.gz	6e2563e34dabe1ac9d1c699345c4fe4b;b0978a6cf13876b569297fbc48aa8c08
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lule Lappmark	67.000	21.500	Sweden	Ua038	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955112	Ua038	double	none	Illumina NovaSeq 6000	PAIRED	WGS	10069558	ERR6093927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093927/ERR6093927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093927/ERR6093927_2.fastq.gz	a3617b2a189615ec7b22d12e67f59504;0d3a6cffb2d3b60adae406a7fb573a62
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lule Lappmark	67.000	21.500	Sweden	Ua038	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955112	Ua038	double	none	Illumina NovaSeq 6000	PAIRED	WGS	10245472	ERR6093928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093928/ERR6093928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093928/ERR6093928_2.fastq.gz	755d3418f5f7a838220f59df96882741;44c34874c4a891ca38f3473da7d8aa56
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lule Lappmark	67.000	21.500	Sweden	Ua038	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955112	Ua038	double	none	Illumina NovaSeq 6000	PAIRED	WGS	9460292	ERR6093929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093929/ERR6093929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093929/ERR6093929_2.fastq.gz	92d2ce920d1eb022d7e3b5b3e08d6036;d3acd22d3f2cf5104a438cebff002ae4
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lule Lappmark	67.000	21.500	Sweden	Ua038	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955112	Ua038	double	none	Illumina NovaSeq 6000	PAIRED	WGS	9361694	ERR6093930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093930/ERR6093930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093930/ERR6093930_2.fastq.gz	3c01cde4fa2169907dbef614361a57b7;26942d6705cb2eeb4c4af0782f27ee22
Brealey2021	2021	10.1016/j.cub.2021.08.010	Rautojaure	67.416	20.015	Sweden	Ua040	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955113	Ua040	double	none	Illumina NovaSeq 6000	PAIRED	WGS	12028092	ERR6093931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093931/ERR6093931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093931/ERR6093931_2.fastq.gz	6ae6f19488fbdd30dc805d4e70932ade;2a505cac30c988a7b87845d94045b280
Brealey2021	2021	10.1016/j.cub.2021.08.010	Rautojaure	67.416	20.015	Sweden	Ua040	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955113	Ua040	double	none	Illumina NovaSeq 6000	PAIRED	WGS	12304318	ERR6093932	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093932/ERR6093932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093932/ERR6093932_2.fastq.gz	3bbb6a15290d279ffd2c62fb438ee75d;b56c53d6141680686f3038ae38014948
Brealey2021	2021	10.1016/j.cub.2021.08.010	Rautojaure	67.416	20.015	Sweden	Ua040	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955113	Ua040	double	none	Illumina NovaSeq 6000	PAIRED	WGS	11350098	ERR6093934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/004/ERR6093934/ERR6093934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/004/ERR6093934/ERR6093934_2.fastq.gz	e4798bddaec20008915389e95044ea7c;fb1d406d6ef1228b65230e5995ba4f42
Brealey2021	2021	10.1016/j.cub.2021.08.010	Rautojaure	67.416	20.015	Sweden	Ua040	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955113	Ua040	double	none	Illumina NovaSeq 6000	PAIRED	WGS	11316784	ERR6093935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6093935/ERR6093935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6093935/ERR6093935_2.fastq.gz	8a2cb7b079dc4e840850a7ef0cf03656;4abb35d9693430944269cc890570b38a
Brealey2021	2021	10.1016/j.cub.2021.08.010	Röström			Sweden	Ua042	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955169	Ua042	double	none	Illumina NovaSeq 6000	PAIRED	WGS	13043880	ERR6093936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093936/ERR6093936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093936/ERR6093936_2.fastq.gz	e82cf2dbf5f7e17a1fd618666373bada;cf9614ce80aeb638371d44582f42ce6f
Brealey2021	2021	10.1016/j.cub.2021.08.010	Röström			Sweden	Ua042	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955169	Ua042	double	none	Illumina NovaSeq 6000	PAIRED	WGS	13313778	ERR6093937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093937/ERR6093937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093937/ERR6093937_2.fastq.gz	a01fc65f1304768b85c07eb9d8a3978d;4796eb2e76a51dc2b2060679d2c76fe4
Brealey2021	2021	10.1016/j.cub.2021.08.010	Röström			Sweden	Ua042	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955169	Ua042	double	none	Illumina NovaSeq 6000	PAIRED	WGS	11974386	ERR6093938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093938/ERR6093938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093938/ERR6093938_2.fastq.gz	2165de5f6e57f3ccc9a215a918bdbef1;04bafbcd48f1104e82307ec1b5a170e0
Brealey2021	2021	10.1016/j.cub.2021.08.010	Röström			Sweden	Ua042	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955169	Ua042	double	none	Illumina NovaSeq 6000	PAIRED	WGS	11894530	ERR6093939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093939/ERR6093939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093939/ERR6093939_2.fastq.gz	07718a20a47cf947a634ef945ad8f540;2b36150780b6446c119693af1694541a
Brealey2021	2021	10.1016/j.cub.2021.08.010	Linsäll 30 km NW,Lillhärdal	62.161	13.883	Sweden	Ua043	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955114	Ua043	double	none	Illumina NovaSeq 6000	PAIRED	WGS	32521904	ERR6093941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093941/ERR6093941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093941/ERR6093941_2.fastq.gz	5507220bf9df43b180649bffe8b5277b;203ecf80c087207f14d8f7fbb9c9cec7
Brealey2021	2021	10.1016/j.cub.2021.08.010	Linsäll 30 km NW,Lillhärdal	62.161	13.883	Sweden	Ua043	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955114	Ua043	double	none	Illumina NovaSeq 6000	PAIRED	WGS	33137890	ERR6093942	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093942/ERR6093942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093942/ERR6093942_2.fastq.gz	1e714a970818a722cd487376aee19a33;895d9e6c1929cff061e6d0b9aab7bcbe
Brealey2021	2021	10.1016/j.cub.2021.08.010	Linsäll 30 km NW,Lillhärdal	62.161	13.883	Sweden	Ua043	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955114	Ua043	double	none	Illumina NovaSeq 6000	PAIRED	WGS	28946408	ERR6093943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6093943/ERR6093943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6093943/ERR6093943_2.fastq.gz	10c05a3c0eee2e9c1245e882b0c71193;2275838bd7dffede02faf3fa18166ae6
Brealey2021	2021	10.1016/j.cub.2021.08.010	Linsäll 30 km NW,Lillhärdal	62.161	13.883	Sweden	Ua043	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955114	Ua043	double	none	Illumina NovaSeq 6000	PAIRED	WGS	28765040	ERR6093945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6093945/ERR6093945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6093945/ERR6093945_2.fastq.gz	7ce79f1468d44b016952e5ac25357aa5;bd0e4b1e5e1c4a2c2cf411c01f96472e
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lampisenpää	66.594	23.861	Sweden	Ua044	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955115	Ua044	double	none	Illumina NovaSeq 6000	PAIRED	WGS	5289250	ERR6093946	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093946/ERR6093946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093946/ERR6093946_2.fastq.gz	570aadb55b131460dd96b9c25e093cfd;466cce1cff3cc68e77e4b82e8e0467fc
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lampisenpää	66.594	23.861	Sweden	Ua044	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955115	Ua044	double	none	Illumina NovaSeq 6000	PAIRED	WGS	5401876	ERR6093947	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093947/ERR6093947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093947/ERR6093947_2.fastq.gz	e59136bf81bb71b5ed3d8e990577fcd5;e50941c124ddea1886a8a22c5eebfda8
Brealey2021	2021	10.1016/j.cub.2021.08.010	Norra Skärvången	63.812	14.381	Sweden	Ua049	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955118	Ua049	double	none	Illumina NovaSeq 6000	PAIRED	WGS	14581592	ERR6093958	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093958/ERR6093958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093958/ERR6093958_2.fastq.gz	430860f4127b6cf44487185460db3d2f;98eca39beab745a985afcc0913e6f737
Brealey2021	2021	10.1016/j.cub.2021.08.010	Norra Skärvången	63.812	14.381	Sweden	Ua049	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955118	Ua049	double	none	Illumina NovaSeq 6000	PAIRED	WGS	14949334	ERR6093959	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093959/ERR6093959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093959/ERR6093959_2.fastq.gz	1562f998c962de4c783f6c1dd7849728;681d39e4932c4e8393711eb304b8fd30
Brealey2021	2021	10.1016/j.cub.2021.08.010	Norra Skärvången	63.812	14.381	Sweden	Ua049	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955118	Ua049	double	none	Illumina NovaSeq 6000	PAIRED	WGS	13420232	ERR6093960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093960/ERR6093960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093960/ERR6093960_2.fastq.gz	448107db3ee08ac6c55dbbca257e8d8c;1340b657c29db5f54ea03f912e53756f
Brealey2021	2021	10.1016/j.cub.2021.08.010	Norra Skärvången	63.812	14.381	Sweden	Ua049	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955118	Ua049	double	none	Illumina NovaSeq 6000	PAIRED	WGS	13408216	ERR6093961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093961/ERR6093961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6093961/ERR6093961_2.fastq.gz	9ab7d10c4706953059e951577451c104;b8d33e76283a19542a94a16dae1bec38
Brealey2021	2021	10.1016/j.cub.2021.08.010	Svenstavik	62.767	14.436	Sweden	Ua050	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955119	Ua050	double	none	Illumina NovaSeq 6000	PAIRED	WGS	15945196	ERR6093963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6093963/ERR6093963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6093963/ERR6093963_2.fastq.gz	66e61ab9fb1da1462bbc415fd5378f41;716dbbd10c0efc0a619754bd4d216e79
Brealey2021	2021	10.1016/j.cub.2021.08.010	Svenstavik	62.767	14.436	Sweden	Ua050	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955119	Ua050	double	none	Illumina NovaSeq 6000	PAIRED	WGS	16230354	ERR6093964	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/004/ERR6093964/ERR6093964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/004/ERR6093964/ERR6093964_2.fastq.gz	6d4579957e0d5fcfcd52bf931c92bcfd;2a7c9a5fe4fb0f52597594d68c6c6339
Brealey2021	2021	10.1016/j.cub.2021.08.010	Svenstavik	62.767	14.436	Sweden	Ua050	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955119	Ua050	double	none	Illumina NovaSeq 6000	PAIRED	WGS	14625928	ERR6093965	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6093965/ERR6093965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6093965/ERR6093965_2.fastq.gz	4bc22e7f5985990a796796f50b041e65;786d8d832382824b284241efcc7e6500
Brealey2021	2021	10.1016/j.cub.2021.08.010	Svenstavik	62.767	14.436	Sweden	Ua050	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955119	Ua050	double	none	Illumina NovaSeq 6000	PAIRED	WGS	14527798	ERR6093966	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093966/ERR6093966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6093966/ERR6093966_2.fastq.gz	d9a452a7f91d351b152f8d18f6d50c3d;2d5feaa7e5cd565c0082ea53881f85ab
Brealey2021	2021	10.1016/j.cub.2021.08.010	Dalarna	60.600	15.000	Sweden	Ua052	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955120	Ua052	double	none	Illumina NovaSeq 6000	PAIRED	WGS	10234298	ERR6093967	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093967/ERR6093967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6093967/ERR6093967_2.fastq.gz	c19cebf4b4670d25af71cc2b9f17f226;4cf47eb7207231de037c9ca44726c940
Brealey2021	2021	10.1016/j.cub.2021.08.010	Dalarna	60.600	15.000	Sweden	Ua052	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955120	Ua052	double	none	Illumina NovaSeq 6000	PAIRED	WGS	10390736	ERR6093968	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093968/ERR6093968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6093968/ERR6093968_2.fastq.gz	1b0aa526fd509fc755988b69e474420d;5350a86bbdee116f491110174877b789
Brealey2021	2021	10.1016/j.cub.2021.08.010	Dalarna	60.600	15.000	Sweden	Ua052	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955120	Ua052	double	none	Illumina NovaSeq 6000	PAIRED	WGS	9270270	ERR6093969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093969/ERR6093969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6093969/ERR6093969_2.fastq.gz	1ffa917a8f17c7fdb8a30f1d79045c79;9384ab3d6fa819af677bbbcddd6a036b
Brealey2021	2021	10.1016/j.cub.2021.08.010	Dalarna	60.600	15.000	Sweden	Ua052	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955120	Ua052	double	none	Illumina NovaSeq 6000	PAIRED	WGS	9196864	ERR6093970	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093970/ERR6093970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6093970/ERR6093970_2.fastq.gz	886c94434a2f37f5c609c9b8b134044a;766a723ead39266d9be0ed697aac390e
Brealey2021	2021	10.1016/j.cub.2021.08.010	Harrsjön			Sweden	Ua053	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955170	Ua053	double	none	Illumina NovaSeq 6000	PAIRED	WGS	39566896	ERR6093972	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093972/ERR6093972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6093972/ERR6093972_2.fastq.gz	ad31cb05bada2e360f9ccba1dcb8aaab;dcc2000074f5e043208232d00d9138ec
Brealey2021	2021	10.1016/j.cub.2021.08.010	Harrsjön			Sweden	Ua053	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955170	Ua053	double	none	Illumina NovaSeq 6000	PAIRED	WGS	40679016	ERR6096533	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6096533/ERR6096533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/003/ERR6096533/ERR6096533_2.fastq.gz	58caf2a06c2d148eeac50d9456967670;ac44a45d75092a154cfd2a482b80ceb2
Brealey2021	2021	10.1016/j.cub.2021.08.010	Harrsjön			Sweden	Ua053	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955170	Ua053	double	none	Illumina NovaSeq 6000	PAIRED	WGS	36582652	ERR6096535	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096535/ERR6096535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096535/ERR6096535_2.fastq.gz	5aa0cf59d4137182d091941a56dad97c;86b77eedeb15d53685b3dff682d5fc38
Brealey2021	2021	10.1016/j.cub.2021.08.010	Harrsjön			Sweden	Ua053	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955170	Ua053	double	none	Illumina NovaSeq 6000	PAIRED	WGS	36713080	ERR6096536	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6096536/ERR6096536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/006/ERR6096536/ERR6096536_2.fastq.gz	c50a4c24875b8bfc325ca01dfa756b6b;44317196f40fe52a5e1b9a94ca2d1c7a
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lillhärdal, Olingskog, 15km W	61.676	14.006	Sweden	Ua057	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955121	Ua057	double	none	Illumina NovaSeq 6000	PAIRED	WGS	20833842	ERR6096545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096545/ERR6096545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/005/ERR6096545/ERR6096545_2.fastq.gz	dda3dd66b29c85567f145800045434fb;e7b0f5b5af05377244b5b9f2f54bf554
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lillhärdal, Olingskog, 15km W	61.676	14.006	Sweden	Ua057	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955121	Ua057	double	none	Illumina NovaSeq 6000	PAIRED	WGS	21283708	ERR6096547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6096547/ERR6096547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6096547/ERR6096547_2.fastq.gz	280018649dd39ad4da206a81dfffcb66;e3f2c4e034abc6b583aad8ff20729776
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lillhärdal, Olingskog, 15km W	61.676	14.006	Sweden	Ua057	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955121	Ua057	double	none	Illumina NovaSeq 6000	PAIRED	WGS	19487556	ERR6096548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6096548/ERR6096548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/008/ERR6096548/ERR6096548_2.fastq.gz	0f6fadda016fe862a2dbe3757ba78220;268c05cfcd347a0d03ab4aa1fcdf3c37
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lillhärdal, Olingskog, 15km W	61.676	14.006	Sweden	Ua057	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955121	Ua057	double	none	Illumina NovaSeq 6000	PAIRED	WGS	19413050	ERR6096549	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096549/ERR6096549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096549/ERR6096549_2.fastq.gz	8ea3d2c06be71fd586bf3a9ede493755;110604814022d7927eef4e1a1822cb86
Brealey2021	2021	10.1016/j.cub.2021.08.010	Lule Lappmark	67.000	22.000	Sweden	Ua060	Ursus arctos	100	10.1016/j.cub.2021.08.010	oral	dental calculus	ENA	PRJEB42014	ERS6955122	Ua060	double	none	Illumina NovaSeq 6000	PAIRED	WGS	6391374	ERR6096550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6096550/ERR6096550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6096550/ERR6096550_2.fastq.gz	745a0871a30cbbefa7827c11056f3fa9;cf415cff968c40345fff6724e3af6f89
